transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T11826,U005,12-12-21,Income,Investment,21112.0,Bank Transfr,MUMBAI,Medicine
T13720,U034,10/12/2023,Expense,others,9568.0,bank transfer,delhi,Lunch
T7116,U065,01/26/2022,Expense,Entertain,5821.0,card,LUC,Fixed deposit
T8091,U035,02-06-2022,Expense,Travel,3315.0,csh,hyderabad,...
T4222,U137,30-09-2023,Expense,TRAVEL,131.0,CRD,CHE,Train ticket
T7198,U142,07-08-22,Income,Investment,55171.0,card,Lucknow,asdfgh
T1220,U085,07-12-2023,Expense,Utlities,5868.0,bank transfer,Unknown,xyz123
T9394,U027,2024-06-06,Expense,FOOD,6514.0,BankTransfer,kolkata,No Notes
T5813,U059,06/10/2021,Expense,Food,937.0,csh,lucknow,Gym membership
T8859,U022,20-11-21,Expense,Foods,940.0,Card,BAN,Movie tickets
T4886,U073,09/21/2022,Expense,Saving,1896.0,bank transfer,LUCKNOW,Grocery shopping
T5137,U057,11/02/2021,Expense,Rent,16927.0,CARD,bangalore,Petrol
T2409,U083,24-03-23,Expense,Foods,1391.0,,MUM,test
T13205,U117,2024-10-11,Income,Salary,22105.0,upi,pune,No Notes
T9486,U013,2023-07-01,Expense,rent,4489.0,BankTransfer,delhi,!!!
T1141,U002,01/17/2024,Expense,utilities,3348.0,bank transfer,LUC,Electricity bill
T6938,U066,2023-04-07,Expense,Entertain,5115.0,bank transfer,LUCKNOW,Fixed deposit
T0200,U072,04/02/2022,Expense,Travel,9488.0,CASH,mumbai,Movie tickets
T5180,U120,2023-11-21,Expense,travel,6347.0,Bank Transfr,hyderabad,Coffee
T11339,U085,2022-07-09,Expense,FOOD,5196.0,card,Kolkata,Coffee
T10689,U009,24-10-2024,Expense,Entertainment,6250.0,UPi,Kolkata,xyz123
T9492,U077,2021-05-14,Expense,entertainment,7738.0,Upi,CHE,asdfgh
T1498,U039,11/08/2024,Income,Salary,58671.0,CRD,MUMBAI,No Notes
T8504,U148,24-11-2023,Expense,Entertainment,3326.0,Card,AHM,EMI payment
T1007,U017,2024-06-05,Expense,Foods,923.0,bank transfer,HYDERABAD,test
T5049,U058,06/13/2022,Expense,rent,7397.0,upi,LUCKNOW,Lunch
T8558,U009,09/25/2022,Expense,Education,4288.0,Bank Transfr,LUC,Grocery shopping
T3985,U085,07/05/2021,Expense,Rentt,29253.0,CRD,HYD,Internet bill
T11481,U046,26-03-2022,Expense,Rnt,752.0,Cash,JAIPUR,misc
T6329,U088,19-02-2024,Income,,24030.0,,MUM,Movie tickets
T13946,U047,2022-02-18,Expense,RENT,5145.0,Upi,KOL,...
T9768,U032,02/04/2021,Expense,Entrtnmnt,9649.0,BankTransfer,HYD,Shopping
T10201,U049,05/24/2022,Expense,Rentt,23786.0,UPI,Unknown,Internet bill
T7046,U143,05-11-2024,Expense,Utility,4705.0,CRD,HYDERABAD,Electricity bill
T2325,U006,2021-12-03,Expense,Entertain,1597.0,Bank_Transfer,hyderabad,No Notes
T4428,U013,04-02-22,Expense,Traval,6453.0,Upi,hyderabad,Movie tickets
T3541,U095,02/04/2021,Expense,Entrtnmnt,4157.0,csh,BANGALORE,Lunch
T3363,U123,10/24/2024,Expense,Rentt,21586.0,Crd,chennai,Shopping
T13661,U106,01-09-22,Expense,Rent,40480.0,UPI,Unknown,Fixed deposit
T0923,U112,2024-09-27,Expense,Education,1571.0,CARD,LUC,test
T7372,U133,06/07/2024,Income,Freelance,71773.0,Cash,Unknown,!!!
T2882,U018,12-09-24,Expense,Food,2513.0,upi,PUNE,No Notes
T10000,U023,2024-02-14,Expense,Fod,7702.0,,BANGALORE,xyz123
T6888,U078,07/16/2021,Income,Investment,21910.0,CARD,PUN,!!!
T7911,U110,08/21/2023,Expense,FOOD,2929.0,csh,bangalore,Movie tickets
T5849,U136,2023-01-23,Expense,RENT,5506.0,CRD,KOL,xyz123
T7104,U009,23-11-24,Expense,Entrtnmnt,6764.0,Csh,Kolkata,ATM withdrawal
T11314,U006,2024-09-28,Expense,Health,6823.0,cash,DELHI,Lunch
T8077,U030,2024-04-20,Expense,Travel,840.0,upi,CHENNAI,Doctor consultation
T12029,U118,10/06/2023,Income,Salary,56450.0,CASH,jaipur,ATM withdrawal
T6248,U011,2021-05-26,Expense,RENT,7037.0,,pune,Gym membership
T5477,U010,08/18/2021,Income,Others,63341.0,upi,lucknow,Gym membership
T5410,U016,2023-02-09,Expense,RENT,6076.0,Bank Transfr,JAIPUR,Electricity bill
T9773,U073,06/24/2022,Expense,Foods,3805.0,bank transfer,CHENNAI,Doctor consultation
T12780,U110,10/24/2021,Expense,TRAVEL,8911.0,Bank Transfer,MUM,No Notes
T6485,U072,2021-08-22,Expense,FOOD,8142.0,cash,LUC,xyz123
T5504,U141,12/04/2021,Expense,health,9529.0,Cash,hyderabad,Grocery shopping
T7773,U123,17-08-23,Income,Investment,54407.0,Crd,PUN,Lunch
T10342,U022,11/22/2023,Expense,Entertainment,5419.0,Bank Transfer,BANGALORE,...
T7169,U030,2023-12-30,Expense,Rent,16289.0,Crd,DELHI,Lunch
T11747,U006,17-09-23,Expense,FOOD,6002.0,Crd,KOLKATA,Online course
T3155,U018,21-10-2021,Expense,Entertainment,7163.0,Bank Transfr,MUM,Shopping
T11167,U150,11/21/2023,Expense,utilities,4848.0,CARD,KOLKATA,Restaurant dinner
T4137,U004,05/15/2022,Income,Investment,73065.0,UPI,Unknown,Movie tickets
T11607,U080,09/12/2021,Expense,FOOD,8853.0,card,HYD,No Notes
T3790,U109,2024-06-18,Expense,HEALTH,5180.0,CARD,mumbai,...
T1541,U043,2022-10-04,Expense,food,8623.0,Bank_Transfer,DEL,Restaurant dinner
T9242,U089,23-12-21,Expense,Others,8226.0,CASH,DELHI,No Notes
T5457,U124,01-08-24,Expense,Rnt,454.0,BankTransfer,AHMEDABAD,test
T2339,U069,24-05-22,Income,Investment,70958.0,,MUMBAI,Doctor consultation
T6468,U111,12/19/2022,Expense,FOOD,7539.0,,CHENNAI,Monthly rent payment
T2031,U026,2022-12-22,Expense,Utility,3213.0,Card,bangalore,Lunch
T5361,U099,02/18/2021,Expense,Fod,764.0,CARD,Hyderabad,No Notes
T13589,U148,05/27/2021,Expense,Rentt,25214.0,Card,DEL,Fixed deposit
T3760,U057,01/10/2022,Expense,education,900.0,UPI,HYD,No Notes
T10968,U090,12-06-2024,Expense,Traval,6226.0,bank transfer,BAN,Medicine
T7409,U099,10/14/2024,Income,Others,27874.0,Upi,Bangalore,EMI payment
T9400,U102,27-05-23,Expense,Utilities,6675.0,Card,Jaipur,No Notes
T13988,U040,2023-10-29,Expense,Rent,36626.0,UPI,KOL,xyz123
T12622,U131,07/10/2021,Expense,Utility,1845.0,csh,Unknown,Electricity bill
T3499,U028,2022-07-17,Expense,Helth,6400.0,CARD,Delhi,Lunch
T4265,U050,2024-06-13,Expense,EDU,1531.0,Bank Transfr,AHM,Uber ride
T11307,U002,31-08-2022,Expense,Traval,3904.0,UPI,KOLKATA,Books
T5310,U007,2021-10-01,Expense,Rentt,40706.0,Card,LUC,Movie tickets
T8768,U025,31-07-23,Expense,Traval,231.0,CRD,Bangalore,Books
T5444,U058,2022-02-07,Expense,travel,5736.0,Bank Transfer,Mumbai,Books
T5497,U037,06/24/2023,Expense,utilities,8126.0,csh,Unknown,No Notes
T6804,U104,2024-07-01,Expense,OTHERS,8670.0,Bank Transfer,Pune,test
T13687,U024,12/10/2021,Expense,Health,4678.0,,AHMEDABAD,Gym membership
T10495,U079,07/21/2024,Expense,RENT,5855.0,Upi,MUM,Movie tickets
T12036,U149,2024-12-09,Expense,Utility,8836.0,Bank Transfer,CHE,Internet bill
T2982,U083,04-08-22,Expense,,6371.0,CARD,MUMBAI,No Notes
T13252,U011,2022-06-04,Expense,Foods,3566.0,Upi,Bangalore,Monthly rent payment
T5171,U144,15-04-24,Income,Investment,18633.0,CRD,Ahmedabad,Movie tickets
T5435,U066,09/19/2022,Expense,Utilties,1555.0,upi,JAIPUR,misc
T5012,U138,2021-12-03,Expense,rent,4616.0,cash,Kolkata,!!!
T6898,U023,2022-11-20,Expense,Fod,8115.0,Csh,chennai,Online course
T6198,U109,07/20/2022,Expense,Food,1931.0,Upi,Unknown,Grocery shopping
T9654,U098,17-08-2021,Expense,rent,5889.0,Bank Transfer,CHE,Electricity bill
T8712,U130,09-02-23,Expense,Food,2407.0,Csh,BAN,test
T5734,U112,01-10-21,Expense,Traval,5720.0,CRD,ahmedabad,Grocery shopping
T0596,U134,2023-07-19,Expense,Education,7182.0,UPI,delhi,Gym membership
T11789,U085,22-04-24,Expense,HEALTH,3090.0,Upi,BANGALORE,Books
T7100,U088,19-05-2021,Expense,Travl,3238.0,BankTransfer,mumbai,No Notes
T5228,U051,2023-01-27,Expense,,6589.0,bank transfer,BAN,Monthly rent payment
T0248,U102,11-05-2021,Expense,HEALTH,1463.0,bank transfer,KOLKATA,asdfgh
T10568,U078,2024-10-01,Expense,Traval,1062.0,Bank Transfer,DELHI,asdfgh
T2356,U025,08-12-22,Expense,Rnt,8936.0,cash,CHENNAI,test
T2897,U122,2022-10-07,Expense,rent,1738.0,Upi,Kolkata,No Notes
T6853,U024,2023-06-23,Expense,RENT,5172.0,Csh,DEL,Uber ride
T3577,U140,08/31/2024,Expense,,4879.0,Cash,Pune,!!!
T4537,U036,16-10-21,Income,Others,50814.0,CASH,kolkata,No Notes
T12119,U087,2023-08-15,Expense,Food,2217.0,Bank Transfr,Unknown,Petrol
T9478,U002,01-10-21,Expense,Other,4410.0,Bank_Transfer,Delhi,...
T10245,U148,2023-07-30,Expense,travel,4247.0,UPi,CHENNAI,No Notes
T6071,U091,2024-10-29,Expense,entertainment,6283.0,cash,bangalore,Lunch
T5189,U047,07-04-2022,Income,Salary,72499.0,Bank Transfr,MUM,xyz123
T7643,U118,23-01-23,Expense,Rnt,8182.0,upi,Hyderabad,Gym membership
T1454,U082,2021-06-06,Expense,Fod,5713.0,Csh,chennai,Movie tickets
T9667,U040,09/10/2022,Expense,travel,5551.0,Cash,Hyderabad,No Notes
T2261,U089,05/31/2024,Expense,Rentt,35686.0,Upi,chennai,Train ticket
T9879,U048,08/04/2022,Expense,Utilties,4347.0,card,BANGALORE,Coffee
T5699,U012,26-06-21,Expense,savings,5699.0,UPi,BANGALORE,No Notes
T6285,U044,2022-10-03,Expense,Saving,4054.0,Crd,DEL,Petrol
T10856,U006,2024-09-23,Income,Salary,28847.0,CASH,Unknown,Gym membership
T13849,U062,02/25/2022,Expense,Food,842.0,UPi,jaipur,Books
T9312,U013,2021-08-29,Expense,TRAVEL,3959.0,Bank_Transfer,bangalore,!!!
T1234,U038,2021-10-22,Expense,Other,8478.0,Bank Transfer,Hyderabad,Uber ride
T6490,U029,02/07/2024,Expense,Others,5612.0,Upi,MUM,No Notes
T3522,U019,29-03-24,Expense,EDU,7521.0,UPi,chennai,Grocery shopping
T10595,U062,15-09-23,Expense,Utilities,1199.0,Csh,Unknown,Doctor consultation
T12051,U068,28-01-2024,Expense,food,817.0,Csh,PUNE,Gym membership
T11265,U077,02-08-22,Expense,Foods,4779.0,csh,MUM,Medicine
T5048,U039,02/14/2021,Expense,Travel,8953.0,Cash,PUNE,Internet bill
T8750,U149,01/26/2024,Income,Investment,53734.0,UPI,bangalore,Fixed deposit
T8387,U106,03/02/2021,Income,Freelance,17559.0,,lucknow,Restaurant dinner
T5294,U009,28-07-21,Expense,food,7112.0,Csh,Hyderabad,Restaurant dinner
T6476,U144,2022-12-23,Expense,Rent,26635.0,cash,Mumbai,...
T9711,U117,16-06-22,Expense,Fod,6540.0,Bank Transfr,bangalore,test
T10054,U102,2024-02-20,Expense,Utility,4943.0,Bank Transfr,PUNE,...
T11544,U133,08/11/2023,Expense,rent,9773.0,Bank Transfr,KOLKATA,EMI payment
T5972,U090,03/22/2021,Expense,Rnt,1731.0,Crd,Unknown,No Notes
T10040,U115,27-04-23,Income,Bonus,54802.0,UPI,CHENNAI,misc
T0132,U111,2021-07-21,Expense,education,6508.0,CRD,AHMEDABAD,Movie tickets
T13393,U075,2023-08-01,Expense,SAVINGS,7924.0,csh,Delhi,Coffee
T9185,U134,04-09-24,Expense,food,5687.0,Bank Transfr,pune,Petrol
T4531,U147,01-09-24,Expense,Utilities,7389.0,csh,Pune,Train ticket
T2367,U059,01-11-23,Expense,Rentt,6134.0,Csh,PUNE,test
T12074,U066,2023-10-26,Expense,education,9850.0,Cash,DELHI,Internet bill
T8981,U129,01-09-24,Expense,Foodd,4300.0,csh,LUC,No Notes
T0472,U090,2023-03-12,Expense,Utilties,9078.0,Csh,BANGALORE,Fixed deposit
T11799,U103,2021-06-16,Expense,food,3246.0,upi,HYDERABAD,test
T4991,U095,02-04-22,Expense,Foodd,4793.0,bank transfer,PUN,test
T0088,U114,28-10-2024,Income,Salary,49315.0,CRD,DEL,Medicine
T8382,U043,2022-07-07,Expense,Food,1603.0,Bank_Transfer,Unknown,Gym membership
T9822,U129,07-03-24,Expense,Rnt,8856.0,csh,Delhi,No Notes
T11296,U080,2021-05-26,Expense,Utilities,5944.0,Crd,Unknown,Petrol
T9030,U074,2023-10-21,Expense,Travel,6073.0,cash,CHENNAI,Train ticket
T12525,U020,11/22/2024,Expense,Fod,8164.0,Csh,mumbai,Medicine
T11869,U077,2023-05-16,Expense,food,2000.0,Card,mumbai,Electricity bill
T6922,U009,05/01/2021,Expense,Utility,1795.0,Crd,LUC,No Notes
T3210,U026,17-12-24,Expense,food,1713.0,Cash,CHENNAI,Grocery shopping
T13968,U083,12/26/2024,Income,Freelance,34921.0,Cash,AHMEDABAD,Petrol
T7950,U134,07/17/2022,Expense,Traval,3248.0,BankTransfer,Unknown,Grocery shopping
T6731,U062,2022-10-25,Income,Others,11374.0,CARD,MUMBAI,Grocery shopping
T8596,U061,2024-04-13,Expense,RENT,4958.0,Bank Transfer,jaipur,EMI payment
T2589,U125,2024-02-07,Expense,Utilities,999999.0,,DELHI,Fixed deposit
T10816,U060,2021-10-04,Expense,Fod,7033.0,Card,PUNE,Train ticket
T4240,U008,06/05/2022,Expense,FOOD,4469.0,CARD,PUN,Train ticket
T5940,U067,10-11-2022,Expense,FOOD,7282.0,CRD,AHM,Coffee
T7996,U064,29-08-23,Expense,TRAVEL,1516.0,UPI,BANGALORE,Medicine
T5621,U045,23-11-22,Expense,Health,1211.0,UPI,Hyderabad,Monthly rent payment
T13404,U102,10-12-21,Expense,Traval,219.0,Crd,ahmedabad,Shopping
T9710,U065,30-03-24,Expense,rent,3268.0,Bank Transfr,HYD,Books
T0095,U128,08/15/2023,Expense,utilities,4044.0,Bank_Transfer,AHMEDABAD,ATM withdrawal
T5195,U135,08/23/2024,Expense,Utlities,5501.0,Bank Transfr,Pune,Online course
T8458,U051,2021-05-08,Expense,Health,975.0,Crd,Unknown,Online course
T6929,U083,2024-03-19,Expense,Entrtnmnt,728.0,bank transfer,Delhi,Lunch
T11815,U051,09-04-23,Expense,Traval,7752.0,UPi,BAN,Shopping
T0757,U150,14-04-22,Expense,Travel,2380.0,CASH,PUN,Monthly rent payment
T1532,U009,2023-01-19,Expense,Foodd,3838.0,Bank Transfr,pune,Medicine
T4749,U056,2022-03-27,Income,Investment,26157.0,CARD,Lucknow,No Notes
T8595,U103,12/01/2024,Expense,Health,3998.0,Csh,HYDERABAD,Monthly rent payment
T0028,U148,13-01-2021,Expense,FOOD,9047.0,UPi,Pune,No Notes
T3967,U122,2021-07-10,Expense,Entertainment,7273.0,Upi,AHM,No Notes
T12429,U033,01/12/2022,Expense,rent,360.0,Card,Delhi,Movie tickets
T5347,U011,06/21/2023,Expense,Entertainment,5491.0,BankTransfer,DELHI,Medicine
T12192,U058,2021-08-28,Expense,Food,217.0,BankTransfer,DEL,Fixed deposit
T5423,U043,04/08/2021,Expense,entertainment,299.0,UPi,AHMEDABAD,misc
T6606,U071,2022-09-23,Expense,Foodd,1870.0,Csh,Ahmedabad,Gym membership
T5964,U056,10-02-2023,Income,Freelance,77936.0,Csh,Hyderabad,No Notes
T13105,U023,2021-08-13,Expense,food,999999.0,card,lucknow,...
T9934,U051,09/01/2021,Expense,Entrtnmnt,6862.0,CARD,PUNE,No Notes
T4988,U029,2022-02-17,Expense,rent,2994.0,,AHMEDABAD,Fixed deposit
T11624,U058,2023-05-03,Expense,Travel,1055.0,CRD,chennai,Petrol
T2679,U074,29-11-22,Expense,Utility,5081.0,card,Unknown,Petrol
T2590,U118,2024-09-06,Expense,Utlities,3591.0,CRD,Unknown,Movie tickets
T12808,U124,2021-04-29,Expense,entertainment,334.0,Upi,Unknown,Fixed deposit
T0941,U019,2023-01-10,Expense,FOOD,4864.0,UPi,Delhi,Movie tickets
T2140,U051,24-07-2022,Expense,savings,1668.0,Upi,KOL,misc
T2530,U035,26-12-24,Expense,Food,2903.0,Bank_Transfer,Chennai,Train ticket
T7717,U108,12-12-2022,Expense,Fod,7491.0,Upi,HYDERABAD,Fixed deposit
T1966,U147,03/21/2024,Expense,Rent,42642.0,csh,DELHI,Medicine
T9343,U030,2022-07-29,Expense,Fod,1195.0,BankTransfer,ahmedabad,Petrol
T2065,U021,07/04/2023,Expense,FOOD,6393.0,card,Ahmedabad,asdfgh
T7959,U103,05/23/2022,Expense,Food,3741.0,CASH,AHM,Movie tickets
T10434,U122,14-01-24,Expense,Entertainment,1094.0,Csh,jaipur,Medicine
T9271,U070,01/24/2022,Expense,RENT,2203.0,Cash,JAIPUR,misc
T3856,U087,09/30/2021,Expense,Traval,2101.0,upi,AHMEDABAD,Monthly rent payment
T9016,U014,09/02/2024,Expense,Fod,5130.0,Crd,PUN,ATM withdrawal
T2945,U091,09-09-2022,Income,Others,17985.0,CRD,JAIPUR,...
T9335,U068,10/08/2022,Expense,travel,7776.0,UPI,Delhi,No Notes
T13382,U102,20-06-2023,Expense,Foodd,205.0,Bank_Transfer,jaipur,Doctor consultation
T10477,U074,08/04/2023,Expense,Utilities,1113.0,CASH,CHENNAI,Doctor consultation
T3906,U051,11/07/2021,Income,Bonus,23559.0,UPI,chennai,misc
T13417,U053,03/05/2023,Income,Freelance,49255.0,Bank Transfer,Ahmedabad,xyz123
T9031,U086,01-01-2023,Expense,Rnt,729.0,upi,BANGALORE,No Notes
T11283,U112,25-03-21,Expense,Fod,667.0,BankTransfer,KOLKATA,Electricity bill
T6768,U069,2021-06-24,Expense,Traval,9971.0,Bank Transfer,Unknown,test
T3417,U105,2021-12-31,Expense,TRAVEL,4038.0,Cash,Jaipur,Train ticket
T11579,U006,04-06-24,Expense,Rent,47633.0,Bank Transfer,lucknow,asdfgh
T3959,U100,02/03/2023,Expense,FOOD,4529.0,Upi,JAI,test
T5917,U106,28-09-2023,Income,Salary,73117.0,CARD,delhi,Electricity bill
T6591,U075,10/19/2022,Expense,Foodd,2642.0,Bank Transfer,Lucknow,Petrol
T7223,U053,23-02-24,Expense,Travel,5693.0,card,Bangalore,No Notes
T5169,U045,18-07-22,Expense,utilities,623.0,Bank Transfer,Chennai,xyz123
T11261,U116,2024-11-04,Expense,,6507.0,Bank_Transfer,MUMBAI,Restaurant dinner
T10966,U044,2021-11-30,Expense,Foodd,3871.0,Bank_Transfer,Hyderabad,...
T7318,U097,11/08/2023,Expense,rent,9421.0,Bank_Transfer,Bangalore,No Notes
T11476,U133,10/16/2024,Income,Others,55084.0,Csh,pune,Restaurant dinner
T10783,U016,2022-09-11,Expense,Utlities,1319.0,upi,CHE,No Notes
T0520,U020,03/07/2024,Expense,Foodd,2585.0,CASH,Hyderabad,Petrol
T4579,U104,03/04/2022,Expense,TRAVEL,1572.0,csh,DEL,Movie tickets
T2100,U040,09/14/2021,Income,Investment,76402.0,UPi,Ahmedabad,No Notes
T13361,U078,2024-08-09,Expense,EDU,2049.0,UPI,delhi,Movie tickets
T9489,U084,2023-03-25,Expense,utilities,3960.0,Csh,Unknown,Movie tickets
T11028,U071,12-10-2022,Income,Others,13097.0,csh,LUC,Petrol
T11098,U067,16-08-22,Expense,Utilties,3628.0,cash,kolkata,Restaurant dinner
T1205,U123,07/01/2021,Expense,,9335.0,Bank Transfr,bangalore,No Notes
T3612,U146,05/29/2023,Expense,Travl,9780.0,Upi,Ahmedabad,No Notes
T12727,U034,25-06-24,Expense,Travel,8879.0,BankTransfer,hyderabad,!!!
T1536,U023,2021-01-03,Expense,Foods,4398.0,csh,AHMEDABAD,Fixed deposit
T1153,U045,08-06-23,Expense,Food,1910.0,bank transfer,pune,Lunch
T0947,U023,21-03-24,Expense,food,2407.0,CARD,LUCKNOW,Coffee
T7163,U078,03/07/2022,Expense,Fod,2197.0,UPI,LUC,No Notes
T4623,U111,27-02-2024,Expense,FOOD,3434.0,UPI,Bangalore,Books
T8743,U130,2023-09-11,Expense,Rentt,5774.0,bank transfer,JAIPUR,Coffee
T12890,U064,11-06-22,Expense,Food,3997.0,cash,Unknown,asdfgh
T9860,U115,2021-03-14,Expense,travel,7989.0,upi,Jaipur,ATM withdrawal
T0876,U109,12-10-22,Expense,Utility,2044.0,UPI,Mumbai,Uber ride
T8141,U061,2022-05-21,Expense,Travl,5164.0,Upi,Ahmedabad,No Notes
T8151,U114,02/27/2022,Expense,Saving,5078.0,CARD,Unknown,Movie tickets
T0446,U114,2021-01-10,Expense,rent,4008.0,,Unknown,Doctor consultation
T13680,U121,02/14/2023,Expense,Rent,47179.0,UPI,kolkata,Coffee
T8842,U101,30-06-2024,Expense,Fod,7181.0,csh,LUCKNOW,No Notes
T0623,U098,2021-12-31,Expense,Utilties,3364.0,UPI,lucknow,misc
T12523,U106,2021-01-06,Expense,Foods,2938.0,,Chennai,Movie tickets
T7296,U034,12-10-24,Expense,Health,5930.0,bank transfer,BAN,Coffee
T3002,U113,28-05-22,Expense,Educaton,5036.0,BankTransfer,Bangalore,Movie tickets
T12710,U068,2023-06-07,Expense,Entrtnmnt,2653.0,csh,Pune,No Notes
T4373,U088,03-06-21,Expense,Fod,4875.0,upi,Unknown,asdfgh
T13590,U142,03/26/2023,Expense,entertainment,1636.0,Bank Transfer,Chennai,Fixed deposit
T3216,U036,16-02-22,Expense,EDU,6368.0,Crd,ahmedabad,Monthly rent payment
T7903,U101,2021-11-02,Expense,Food,1559.0,CARD,PUN,No Notes
T7146,U111,11-08-23,Expense,travel,5128.0,card,kolkata,EMI payment
T3212,U132,2024-06-25,Expense,Rent,41736.0,Bank_Transfer,Unknown,Gym membership
T13989,U095,30-11-2023,Income,Salary,74119.0,Upi,mumbai,xyz123
T2062,U046,02-04-22,Expense,EDU,8256.0,bank transfer,BANGALORE,!!!
T12056,U120,10/25/2022,Expense,health,5599.0,CASH,kolkata,Gym membership
T5545,U113,2023-06-11,Expense,Utilties,255.0,Cash,Pune,Online course
T13976,U023,05/03/2023,Expense,,6714.0,Cash,HYD,No Notes
T13549,U013,2024-10-08,Expense,Utility,4778.0,bank transfer,Hyderabad,Medicine
T13705,U122,11-11-2024,Expense,OTHERS,7781.0,Bank_Transfer,DEL,Online course
T11499,U137,07/02/2024,Expense,Travl,8947.0,Card,BANGALORE,Internet bill
T12162,U074,08/02/2022,Expense,food,5094.0,,KOLKATA,No Notes
T0527,U108,01/02/2024,Expense,RENT,9444.0,Card,lucknow,Shopping
T2922,U042,01/01/2022,Expense,Utilties,1870.0,BankTransfer,Bangalore,Grocery shopping
T12806,U145,12/19/2023,Expense,Entertain,8213.0,upi,HYDERABAD,...
T12354,U075,05/14/2023,Expense,Foods,565.0,Bank_Transfer,Bangalore,EMI payment
T0620,U044,16-04-24,Expense,,6921.0,CRD,Ahmedabad,Uber ride
T5515,U108,03-02-2022,Income,Freelance,21587.0,CARD,JAI,misc
T1151,U108,03/06/2021,Expense,Educaton,837.0,bank transfer,DELHI,asdfgh
T3962,U077,05-03-2022,Expense,travel,1986.0,CASH,LUC,misc
T7277,U062,08/05/2024,Expense,TRAVEL,2486.0,Upi,PUNE,No Notes
T12829,U087,2023-06-22,Expense,EDU,9634.0,UPI,KOLKATA,No Notes
T9483,U053,2021-04-08,Expense,Food,4367.0,Card,MUM,...
T13395,U032,04/20/2023,Expense,savings,3121.0,UPI,CHE,Grocery shopping
T6875,U123,01-05-2022,Expense,education,8259.0,,kolkata,Movie tickets
T0936,U084,10-09-2024,Expense,FOOD,3019.0,Bank Transfr,mumbai,EMI payment
T1442,U068,27-05-21,Expense,Rnt,5873.0,bank transfer,hyderabad,Lunch
T6098,U067,2021-10-22,Expense,OTHERS,4989.0,Card,AHMEDABAD,...
T2240,U033,04/11/2022,Expense,FOOD,145.0,Bank_Transfer,JAI,No Notes
T6536,U003,2022-03-22,Expense,RENT,5996.0,card,Jaipur,Internet bill
T5206,U058,2021-06-09,Expense,utilities,7540.0,Bank Transfer,Mumbai,Movie tickets
T10407,U025,11/17/2022,Expense,FOOD,5454.0,card,MUM,test
T4152,U122,10/22/2021,Expense,FOOD,5081.0,card,MUM,...
T5994,U114,2021-10-06,Expense,FOOD,8768.0,CARD,MUMBAI,No Notes
T9262,U046,2024-10-22,Expense,health,6076.0,,AHMEDABAD,xyz123
T0882,U044,25-05-23,Expense,travel,9121.0,upi,JAIPUR,Books
T10426,U041,16-01-2021,Expense,Helth,3394.0,Bank_Transfer,AHMEDABAD,No Notes
T10789,U127,23-01-2023,Expense,Rentt,28774.0,upi,lucknow,Movie tickets
T12877,U037,2021-10-18,Expense,Foodd,2479.0,BankTransfer,Unknown,Online course
T5285,U060,2023-04-30,Expense,entertainment,8833.0,Bank Transfer,Delhi,!!!
T8311,U059,2024-04-18,Expense,Fod,7445.0,Cash,mumbai,Books
T11886,U004,2024-03-21,Expense,RENT,7649.0,upi,Pune,Movie tickets
T10280,U062,03/31/2022,Expense,Rent,39939.0,CRD,LUC,No Notes
T10756,U124,2023-06-11,Expense,Education,5203.0,CARD,delhi,No Notes
T9223,U128,02-06-21,Expense,Foods,3898.0,bank transfer,Chennai,test
T10952,U028,2024-12-08,Expense,Foodd,4723.0,BankTransfer,Ahmedabad,!!!
T12177,U134,2021-03-12,Expense,Rent,45096.0,Csh,CHE,Movie tickets
T2936,U035,11/03/2022,Income,Others,12981.0,Upi,ahmedabad,No Notes
T2703,U093,11/26/2024,Expense,savings,7903.0,UPi,ahmedabad,Shopping
T9119,U066,2022-12-17,Expense,Utility,650.0,UPI,CHENNAI,Gym membership
T0233,U103,02/02/2024,Expense,FOOD,186.0,Bank Transfer,Unknown,misc
T11398,U133,2022-09-03,Expense,Traval,7581.0,Cash,LUCKNOW,Monthly rent payment
T12631,U085,08-03-2024,Expense,Utility,7202.0,CASH,CHENNAI,No Notes
T4080,U095,15-02-21,Expense,FOOD,1773.0,card,KOLKATA,Monthly rent payment
T13351,U143,29-12-2022,Expense,Utilities,7006.0,bank transfer,DELHI,No Notes
T6947,U141,16-08-23,Expense,Foods,1256.0,Bank Transfr,delhi,No Notes
T12292,U004,2022-04-14,Expense,travel,1783.0,BankTransfer,Kolkata,!!!
T5919,U098,11-01-23,Expense,Other,7445.0,Cash,lucknow,...
T11894,U074,2023-01-17,Expense,Foods,92.0,UPI,AHM,xyz123
T4552,U085,2024-08-30,Expense,Helth,5683.0,CASH,HYD,...
T4074,U072,2022-03-17,Expense,FOOD,999999.0,Crd,Hyderabad,No Notes
T11557,U124,2021-05-27,Expense,Travel,2799.0,Card,AHM,Restaurant dinner
T4321,U090,2021-03-19,Expense,food,8624.0,Cash,HYD,Monthly rent payment
T5212,U033,22-03-23,Expense,Foods,3872.0,Csh,Bangalore,Lunch
T10959,U111,2021-11-07,Expense,Traval,3380.0,,jaipur,Monthly rent payment
T2290,U109,2022-06-05,Expense,Helth,1621.0,,BANGALORE,Coffee
T3870,U011,2021-02-22,Expense,Foods,995.0,,kolkata,Internet bill
