transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,day,weekday,days_since_last_txn,year_month,monthly_total_spend,category_monthly_spend,user_txn_frequency,rolling_avg_3
T1404,U015,2024-08-10,Expense,Travel,6204.0,Upi,Jaipur,No Notes,2024,8,10,Saturday,21.0,2024-08,11986.0,6204.0,67,7289.333333333333
T5419,U015,2024-08-25,Expense,Education,5782.0,Bank_Transfer,Ahmedabad,Monthly rent payment,2024,8,25,Sunday,15.0,2024-08,11986.0,5782.0,67,6799.666666666667
T6301,U015,2024-08-26,Income,Investment,25583.0,Bank_Transfer,Kolkata,xyz123,2024,8,26,Monday,1.0,2024-08,11986.0,,67,12523.0
T1378,U015,2024-09-10,Expense,Utilities,8349.0,Card,Jaipur,Restaurant dinner,2024,9,10,Tuesday,15.0,2024-09,8967.0,8349.0,67,13238.0
T4314,U015,2024-09-13,Income,Bonus,46236.0,Upi,Pune,No Notes,2024,9,13,Friday,3.0,2024-09,8967.0,,67,26722.666666666668
T11841,U015,2024-09-25,Expense,Entertainment,618.0,Cash,Ahmedabad,Grocery shopping,2024,9,25,Wednesday,12.0,2024-09,8967.0,618.0,67,18401.0
T13426,U015,2024-12-05,Expense,Health,1971.0,Cash,Pune,Gym membership,2024,12,5,Thursday,71.0,2024-12,1971.0,1971.0,67,16275.0
T3557,U016,2021-02-06,Expense,Education,2295.0,Card,Chennai,Monthly rent payment,2021,2,6,Saturday,,2021-02,2295.0,2295.0,97,2295.0
T8163,U016,2021-03-29,Expense,Entertainment,7845.0,Cash,Delhi,asdfgh,2021,3,29,Monday,51.0,2021-03,7845.0,7845.0,97,5070.0
T7651,U016,2021-04-05,Expense,Utilities,9816.0,Card,Ahmedabad,Movie tickets,2021,4,5,Monday,7.0,2021-04,9816.0,9816.0,97,6652.0
T6067,U016,2021-05-08,Income,Investment,37428.0,Card,Delhi,test,2021,5,8,Saturday,33.0,2021-05,9018.0,,97,18363.0
T0929,U016,2021-05-18,Expense,Travel,3284.0,Card,Jaipur,Shopping,2021,5,18,Tuesday,10.0,2021-05,9018.0,3284.0,97,16842.666666666668
T10323,U016,2021-05-25,Expense,Education,5734.0,Upi,Bangalore,asdfgh,2021,5,25,Tuesday,7.0,2021-05,9018.0,5734.0,97,15482.0
T6521,U016,2021-06-05,Income,Investment,31110.0,Bank_Transfer,Mumbai,Restaurant dinner,2021,6,5,Saturday,11.0,2021-06,21832.0,,97,13376.0
T11276,U016,2021-06-09,Expense,Travel,8405.0,Upi,Unknown,Lunch,2021,6,9,Wednesday,4.0,2021-06,21832.0,14809.0,97,15083.0
T9079,U016,2021-06-19,Expense,Travel,5645.0,Card,Ahmedabad,ATM withdrawal,2021,6,19,Saturday,10.0,2021-06,21832.0,14809.0,97,15053.333333333334
T4720,U016,2021-06-22,Expense,Health,7023.0,Bank_Transfer,Pune,Monthly rent payment,2021,6,22,Tuesday,3.0,2021-06,21832.0,7023.0,97,7024.333333333333
T9381,U016,2021-06-27,Expense,Travel,759.0,Upi,Chennai,Electricity bill,2021,6,27,Sunday,5.0,2021-06,21832.0,14809.0,97,4475.666666666667
T12706,U016,2021-07-07,Expense,Travel,7370.0,Bank_Transfer,Kolkata,EMI payment,2021,7,7,Wednesday,10.0,2021-07,10618.0,7370.0,97,5050.666666666667
T1279,U016,2021-07-25,Expense,Others,3248.0,Card,Jaipur,Shopping,2021,7,25,Sunday,18.0,2021-07,10618.0,3248.0,97,3792.3333333333335
T9192,U016,2021-08-04,Expense,Health,9520.0,Bank_Transfer,Kolkata,xyz123,2021,8,4,Wednesday,10.0,2021-08,9520.0,9520.0,97,6712.666666666667
T4850,U016,2021-09-02,Expense,Others,4687.0,Cash,Hyderabad,Gym membership,2021,9,2,Thursday,29.0,2021-09,13418.0,4687.0,97,5818.333333333333
T11875,U016,2021-09-29,Expense,Travel,8731.0,Bank_Transfer,Jaipur,ATM withdrawal,2021,9,29,Wednesday,27.0,2021-09,13418.0,8731.0,97,7646.0
T3340,U016,2021-10-07,Expense,Food,329.0,Bank_Transfer,Hyderabad,Electricity bill,2021,10,7,Thursday,8.0,2021-10,20682.0,329.0,97,4582.333333333333
T4229,U016,2021-10-11,Expense,Travel,7527.0,Upi,Ahmedabad,Fixed deposit,2021,10,11,Monday,4.0,2021-10,20682.0,12659.0,97,5529.0
T3802,U016,2021-10-12,Expense,Utilities,7694.0,Card,Mumbai,Gym membership,2021,10,12,Tuesday,1.0,2021-10,20682.0,7694.0,97,5183.333333333333
T8791,U016,2021-10-13,Expense,Travel,5132.0,Bank_Transfer,Delhi,No Notes,2021,10,13,Wednesday,1.0,2021-10,20682.0,12659.0,97,6784.333333333333
T4904,U016,2021-11-06,Expense,Others,1483.0,Bank_Transfer,Chennai,Lunch,2021,11,6,Saturday,24.0,2021-11,1483.0,1483.0,97,4769.666666666667
T12528,U016,2021-12-24,Expense,Entertainment,1466.0,Bank_Transfer,Mumbai,Online course,2021,12,24,Friday,48.0,2021-12,1466.0,1466.0,97,2693.6666666666665
T13489,U016,2022-02-02,Expense,Health,6837.0,Upi,Chennai,No Notes,2022,2,2,Wednesday,40.0,2022-02,18313.0,6837.0,97,3262.0
T6832,U016,2022-02-03,Expense,Education,4880.0,Cash,Mumbai,Grocery shopping,2022,2,3,Thursday,1.0,2022-02,18313.0,6395.0,97,4394.333333333333
T12143,U016,2022-02-06,Expense,Savings,5081.0,Card,Hyderabad,Grocery shopping,2022,2,6,Sunday,3.0,2022-02,18313.0,5081.0,97,5599.333333333333
T11677,U016,2022-02-27,Expense,Education,1515.0,Bank_Transfer,Ahmedabad,No Notes,2022,2,27,Sunday,21.0,2022-02,18313.0,6395.0,97,3825.3333333333335
T4359,U016,2022-03-07,Expense,Entertainment,9570.0,Bank_Transfer,Bangalore,Uber ride,2022,3,7,Monday,8.0,2022-03,13695.0,9570.0,97,5388.666666666667
T9904,U016,2022-03-22,Expense,Travel,4125.0,Cash,Kolkata,EMI payment,2022,3,22,Tuesday,15.0,2022-03,13695.0,4125.0,97,5070.0
T3542,U016,2022-05-02,Expense,Education,7083.0,Card,Hyderabad,...,2022,5,2,Monday,41.0,2022-05,17237.0,7083.0,97,6926.0
T10389,U016,2022-05-05,Expense,Health,5533.0,Upi,Hyderabad,Gym membership,2022,5,5,Thursday,3.0,2022-05,17237.0,5533.0,97,5580.333333333333
T7297,U016,2022-05-11,Expense,Savings,4621.0,Upi,Bangalore,No Notes,2022,5,11,Wednesday,6.0,2022-05,17237.0,4621.0,97,5745.666666666667
T7275,U016,2022-06-24,Income,Freelance,45702.0,Upi,Jaipur,test,2022,6,24,Friday,44.0,2022-06,,,97,18618.666666666668
T12836,U016,2022-07-22,Income,Salary,56804.0,Card,Delhi,Electricity bill,2022,7,22,Friday,28.0,2022-07,,,97,35709.0
T8217,U016,2022-08-07,Expense,Travel,9763.0,Cash,Lucknow,No Notes,2022,8,7,Sunday,16.0,2022-08,21750.0,11644.0,97,37423.0
T2867,U016,2022-08-29,Expense,Entertainment,5734.0,Cash,Lucknow,...,2022,8,29,Monday,22.0,2022-08,21750.0,5734.0,97,24100.333333333332
T10536,U016,2022-08-29,Expense,Rent,4372.0,Card,Delhi,Fixed deposit,2022,8,29,Monday,0.0,2022-08,21750.0,4372.0,97,6623.0
T13018,U016,2022-08-31,Expense,Travel,1881.0,Card,Jaipur,Monthly rent payment,2022,8,31,Wednesday,2.0,2022-08,21750.0,11644.0,97,3995.6666666666665
T10286,U016,2022-09-06,Expense,Food,3209.0,Bank_Transfer,Unknown,Grocery shopping,2022,9,6,Tuesday,6.0,2022-09,3510.0,3510.0,97,3154.0
T12312,U016,2022-09-23,Expense,Food,301.0,Card,Delhi,Internet bill,2022,9,23,Friday,17.0,2022-09,3510.0,3510.0,97,1797.0
T9209,U016,2022-11-03,Expense,Education,5656.0,Card,Delhi,Uber ride,2022,11,3,Thursday,41.0,2022-11,19238.0,7649.0,97,3055.3333333333335
T12753,U016,2022-11-05,Expense,Food,3634.0,Card,Hyderabad,Medicine,2022,11,5,Saturday,2.0,2022-11,19238.0,3634.0,97,3197.0
T10783,U016,2022-11-09,Expense,Utilities,1319.0,Upi,Chennai,No Notes,2022,11,9,Wednesday,4.0,2022-11,19238.0,1319.0,97,3536.3333333333335
T4839,U016,2022-11-10,Expense,Education,1993.0,Card,Jaipur,misc,2022,11,10,Thursday,1.0,2022-11,19238.0,7649.0,97,2315.3333333333335
T3214,U016,2022-11-22,Expense,Rent,6636.0,Cash,Delhi,Online course,2022,11,22,Tuesday,12.0,2022-11,19238.0,6636.0,97,3316.0
T10291,U016,2022-12-18,Income,Investment,45417.0,Card,Jaipur,Petrol,2022,12,18,Sunday,26.0,2022-12,,,97,18015.333333333332
T11491,U016,2023-01-02,Expense,Food,4827.0,Bank_Transfer,Delhi,Coffee,2023,1,2,Monday,15.0,2023-01,10774.0,4827.0,97,18960.0
T12479,U016,2023-01-23,Expense,Health,5947.0,Upi,Jaipur,Restaurant dinner,2023,1,23,Monday,21.0,2023-01,10774.0,5947.0,97,18730.333333333332
T10229,U016,2023-02-05,Income,Freelance,44732.0,Unknown,Jaipur,Doctor consultation,2023,2,5,Sunday,13.0,2023-02,4523.0,,97,18502.0
T8650,U016,2023-02-21,Expense,Utilities,4523.0,Upi,Chennai,asdfgh,2023,2,21,Tuesday,16.0,2023-02,4523.0,4523.0,97,18400.666666666668
T0150,U016,2023-03-27,Expense,Food,6690.0,Upi,Jaipur,Books,2023,3,27,Monday,34.0,2023-03,6690.0,6690.0,97,18648.333333333332
T1159,U016,2023-04-04,Expense,Rent,43025.0,Cash,Bangalore,No Notes,2023,4,4,Tuesday,8.0,2023-04,43025.0,43025.0,97,18079.333333333332
T10065,U016,2023-05-10,Income,Investment,55222.0,Upi,Ahmedabad,misc,2023,5,10,Wednesday,36.0,2023-05,1857.0,,97,34979.0
T11697,U016,2023-05-22,Expense,Utilities,1857.0,Card,Delhi,Coffee,2023,5,22,Monday,12.0,2023-05,1857.0,1857.0,97,33368.0
T3635,U016,2023-06-09,Expense,Travel,6951.0,Cash,Pune,...,2023,6,9,Friday,18.0,2023-06,19796.0,6951.0,97,21343.333333333332
T0724,U016,2023-06-11,Expense,Rent,9527.0,Cash,Hyderabad,Gym membership,2023,6,11,Sunday,2.0,2023-06,19796.0,9527.0,97,6111.666666666667
T1495,U016,2023-06-27,Expense,Utilities,3318.0,Cash,Chennai,Train ticket,2023,6,27,Tuesday,16.0,2023-06,19796.0,3318.0,97,6598.666666666667
T2551,U016,2023-08-04,Expense,Rent,9609.0,Card,Lucknow,Restaurant dinner,2023,8,4,Friday,38.0,2023-08,19504.0,9609.0,97,7484.666666666667
T9487,U016,2023-08-06,Expense,Entertainment,9895.0,Bank_Transfer,Chennai,ATM withdrawal,2023,8,6,Sunday,2.0,2023-08,19504.0,9895.0,97,7607.333333333333
T5410,U016,2023-09-02,Expense,Rent,6076.0,Bank_Transfer,Jaipur,Electricity bill,2023,9,2,Saturday,27.0,2023-09,11785.0,6076.0,97,8526.666666666666
T6288,U016,2023-09-04,Expense,Food,333.0,Card,Ahmedabad,Books,2023,9,4,Monday,2.0,2023-09,11785.0,333.0,97,5434.666666666667
T13831,U016,2023-09-04,Expense,Savings,3783.0,Cash,Delhi,No Notes,2023,9,4,Monday,0.0,2023-09,11785.0,3783.0,97,3397.3333333333335
T1270,U016,2023-09-06,Expense,Travel,1593.0,Cash,Unknown,Petrol,2023,9,6,Wednesday,2.0,2023-09,11785.0,1593.0,97,1903.0
T0860,U016,2023-10-14,Expense,Health,353.0,Cash,Hyderabad,No Notes,2023,10,14,Saturday,38.0,2023-10,353.0,353.0,97,1909.6666666666667
T13780,U016,2023-10-27,Income,Others,56655.0,Unknown,Kolkata,Coffee,2023,10,27,Friday,13.0,2023-10,353.0,,97,19533.666666666668
T1643,U016,2023-11-15,Expense,Rent,9603.0,Cash,Jaipur,Internet bill,2023,11,15,Wednesday,19.0,2023-11,34590.0,30540.0,97,22203.666666666668
T13477,U016,2023-11-21,Expense,Food,4050.0,Cash,Kolkata,misc,2023,11,21,Tuesday,6.0,2023-11,34590.0,4050.0,97,23436.0
T10120,U016,2023-11-23,Income,Others,64931.0,Bank_Transfer,Kolkata,xyz123,2023,11,23,Thursday,2.0,2023-11,34590.0,,97,26194.666666666668
T9242,U016,2023-11-29,Expense,Rent,13000.0,Unknown,Lucknow,Doctor consultation,2023,11,29,Wednesday,6.0,2023-11,34590.0,30540.0,97,27327.0
T9724,U016,2023-11-30,Expense,Rent,7937.0,Bank_Transfer,Jaipur,...,2023,11,30,Thursday,1.0,2023-11,34590.0,30540.0,97,28622.666666666668
T5776,U016,2023-12-10,Expense,Others,8147.0,Cash,Ahmedabad,asdfgh,2023,12,10,Sunday,10.0,2023-12,19318.0,8147.0,97,9694.666666666666
T6902,U016,2023-12-14,Expense,Rent,6168.0,Unknown,Mumbai,Lunch,2023,12,14,Thursday,4.0,2023-12,19318.0,10648.0,97,7417.333333333333
T13794,U016,2023-12-26,Expense,Education,523.0,Unknown,Pune,No Notes,2023,12,26,Tuesday,12.0,2023-12,19318.0,523.0,97,4946.0
T0140,U016,2023-12-27,Expense,Rent,4480.0,Cash,Pune,Electricity bill,2023,12,27,Wednesday,1.0,2023-12,19318.0,10648.0,97,3723.6666666666665
T10941,U016,2024-01-09,Expense,Entertainment,6500.0,Cash,Unknown,xyz123,2024,1,9,Tuesday,13.0,2024-01,11223.0,6500.0,97,3834.3333333333335
T0299,U016,2024-01-30,Expense,Utilities,4723.0,Bank_Transfer,Pune,xyz123,2024,1,30,Tuesday,21.0,2024-01,11223.0,4723.0,97,5234.333333333333
T5833,U016,2024-02-06,Expense,Food,938.0,Upi,Delhi,Online course,2024,2,6,Tuesday,7.0,2024-02,4316.0,4200.0,97,4053.6666666666665
T13693,U016,2024-02-21,Expense,Food,3262.0,Card,Ahmedabad,Coffee,2024,2,21,Wednesday,15.0,2024-02,4316.0,4200.0,97,2974.3333333333335
T0862,U016,2024-02-26,Expense,Travel,116.0,Cash,Pune,Online course,2024,2,26,Monday,5.0,2024-02,4316.0,116.0,97,1438.6666666666667
T4946,U016,2024-03-06,Income,Others,17549.0,Card,Lucknow,Restaurant dinner,2024,3,6,Wednesday,9.0,2024-03,4128.0,,97,6975.666666666667
T4544,U016,2024-03-12,Expense,Travel,4128.0,Card,Mumbai,xyz123,2024,3,12,Tuesday,6.0,2024-03,4128.0,4128.0,97,7264.333333333333
T7493,U016,2024-04-06,Expense,Food,9086.0,Cash,Lucknow,No Notes,2024,4,6,Saturday,25.0,2024-04,46366.0,9086.0,97,10254.333333333334
T9074,U016,2024-04-12,Expense,Rent,30589.0,Bank_Transfer,Delhi,Movie tickets,2024,4,12,Friday,6.0,2024-04,46366.0,35652.0,97,14601.0
T1674,U016,2024-04-27,Expense,Travel,1628.0,Cash,Delhi,Fixed deposit,2024,4,27,Saturday,15.0,2024-04,46366.0,1628.0,97,13767.666666666666
T4765,U016,2024-04-29,Expense,Rent,5063.0,Card,Delhi,No Notes,2024,4,29,Monday,2.0,2024-04,46366.0,35652.0,97,12426.666666666666
T0918,U016,2024-05-05,Expense,Food,2086.0,Upi,Mumbai,xyz123,2024,5,5,Sunday,6.0,2024-05,51517.0,2086.0,97,2925.6666666666665
T11092,U016,2024-05-17,Expense,Education,3548.0,Card,Bangalore,Petrol,2024,5,17,Friday,12.0,2024-05,51517.0,3548.0,97,3565.6666666666665
T4143,U016,2024-05-28,Expense,Rent,45883.0,Card,Lucknow,xyz123,2024,5,28,Tuesday,11.0,2024-05,51517.0,45883.0,97,17172.333333333332
T5926,U016,2024-07-13,Expense,Rent,4583.0,Bank_Transfer,Unknown,Lunch,2024,7,13,Saturday,46.0,2024-07,10991.0,4583.0,97,18004.666666666668
T13320,U016,2024-07-25,Expense,Travel,6408.0,Card,Lucknow,No Notes,2024,7,25,Thursday,12.0,2024-07,10991.0,6408.0,97,18958.0
T12274,U016,2024-08-01,Expense,Food,6666.0,Card,Jaipur,misc,2024,8,1,Thursday,7.0,2024-08,7031.0,7031.0,97,5885.666666666667
T5412,U016,2024-08-20,Expense,Food,365.0,Upi,Jaipur,Internet bill,2024,8,20,Tuesday,19.0,2024-08,7031.0,7031.0,97,4479.666666666667
T5753,U016,2024-10-07,Expense,Food,3644.0,Upi,Hyderabad,Lunch,2024,10,7,Monday,48.0,2024-10,8786.0,6135.0,97,3558.3333333333335
T9369,U016,2024-10-11,Expense,Food,2491.0,Cash,Ahmedabad,Online course,2024,10,11,Friday,4.0,2024-10,8786.0,6135.0,97,2166.6666666666665
T2257,U016,2024-10-29,Expense,Entertainment,2651.0,Cash,Bangalore,...,2024,10,29,Tuesday,18.0,2024-10,8786.0,2651.0,97,2928.6666666666665
T4563,U016,2024-11-30,Expense,Travel,7800.0,Cash,Chennai,EMI payment,2024,11,30,Saturday,32.0,2024-11,7800.0,7800.0,97,4314.0
T5597,U016,2024-12-01,Expense,Utilities,289.0,Upi,Hyderabad,No Notes,2024,12,1,Sunday,1.0,2024-12,9597.0,289.0,97,3580.0
T0564,U016,2024-12-04,Expense,Travel,9308.0,Card,Mumbai,No Notes,2024,12,4,Wednesday,3.0,2024-12,9597.0,9308.0,97,5799.0
T9154,U017,2021-01-11,Income,Investment,26936.0,Upi,Pune,test,2021,1,11,Monday,,2021-01,3520.0,,113,26936.0
T4127,U017,2021-01-29,Expense,Health,3520.0,Cash,Jaipur,No Notes,2021,1,29,Friday,18.0,2021-01,3520.0,3520.0,113,15228.0
T2177,U017,2021-03-04,Expense,Rent,3790.0,Cash,Delhi,No Notes,2021,3,4,Thursday,34.0,2021-03,3790.0,3790.0,113,11415.333333333334
T5639,U017,2021-03-14,Income,Salary,62348.0,Card,Hyderabad,Uber ride,2021,3,14,Sunday,10.0,2021-03,3790.0,,113,23219.333333333332
T2410,U017,2021-03-18,Income,Salary,41742.0,Cash,Bangalore,Electricity bill,2021,3,18,Thursday,4.0,2021-03,3790.0,,113,35960.0
T11676,U017,2021-04-02,Expense,Education,6618.0,Cash,Chennai,xyz123,2021,4,2,Friday,15.0,2021-04,6618.0,6618.0,113,36902.666666666664
T0421,U017,2021-05-07,Expense,Food,884.0,Bank_Transfer,Pune,Gym membership,2021,5,7,Friday,35.0,2021-05,10539.0,884.0,113,16414.666666666668
T5868,U017,2021-05-16,Expense,Rent,9655.0,Card,Unknown,!!!,2021,5,16,Sunday,9.0,2021-05,10539.0,9655.0,113,5719.0
T13875,U017,2021-07-14,Expense,Travel,637.0,Card,Mumbai,Online course,2021,7,14,Wednesday,59.0,2021-07,4137.0,637.0,113,3725.3333333333335
T5469,U017,2021-07-26,Expense,Health,3500.0,Bank_Transfer,Pune,asdfgh,2021,7,26,Monday,12.0,2021-07,4137.0,3500.0,113,4597.333333333333
T11293,U017,2021-08-01,Expense,Entertainment,5052.0,Bank_Transfer,Jaipur,No Notes,2021,8,1,Sunday,6.0,2021-08,17999.0,5052.0,113,3063.0
T1057,U017,2021-08-09,Expense,Utilities,3809.0,Cash,Delhi,No Notes,2021,8,9,Monday,8.0,2021-08,17999.0,3809.0,113,4120.333333333333
T4492,U017,2021-08-22,Expense,Rent,9138.0,Bank_Transfer,Ahmedabad,No Notes,2021,8,22,Sunday,13.0,2021-08,17999.0,9138.0,113,5999.666666666667
T4736,U017,2021-09-06,Expense,Rent,6771.0,Card,Chennai,Lunch,2021,9,6,Monday,15.0,2021-09,18464.0,6771.0,113,6572.666666666667
T3394,U017,2021-09-16,Expense,Health,6896.0,Cash,Hyderabad,Coffee,2021,9,16,Thursday,10.0,2021-09,18464.0,6896.0,113,7601.666666666667
T6047,U017,2021-09-23,Expense,Food,4797.0,Upi,Jaipur,No Notes,2021,9,23,Thursday,7.0,2021-09,18464.0,4797.0,113,6154.666666666667
T1623,U017,2021-10-04,Expense,Utilities,601.0,Bank_Transfer,Jaipur,Medicine,2021,10,4,Monday,11.0,2021-10,601.0,601.0,113,4098.0
T10936,U017,2021-11-02,Expense,Rent,993.0,Upi,Pune,No Notes,2021,11,2,Tuesday,29.0,2021-11,993.0,993.0,113,2130.3333333333335
T1952,U017,2021-12-07,Expense,Entertainment,9977.0,Bank_Transfer,Pune,EMI payment,2021,12,7,Tuesday,35.0,2021-12,16488.0,16488.0,113,3857.0
T7866,U017,2021-12-18,Expense,Entertainment,6511.0,Bank_Transfer,Unknown,No Notes,2021,12,18,Saturday,11.0,2021-12,16488.0,16488.0,113,5827.0
T8866,U017,2022-01-05,Expense,Rent,3861.0,Card,Hyderabad,asdfgh,2022,1,5,Wednesday,18.0,2022-01,21435.0,3861.0,113,6783.0
T10916,U017,2022-01-05,Expense,Utilities,7939.0,Card,Bangalore,No Notes,2022,1,5,Wednesday,0.0,2022-01,21435.0,7939.0,113,6103.666666666667
T3503,U017,2022-01-15,Expense,Entertainment,9635.0,Cash,Lucknow,Gym membership,2022,1,15,Saturday,10.0,2022-01,21435.0,9635.0,113,7145.0
T2269,U017,2022-02-10,Expense,Food,1811.0,Upi,Hyderabad,xyz123,2022,2,10,Thursday,26.0,2022-02,9746.0,1811.0,113,6461.666666666667
T5281,U017,2022-02-12,Income,Others,61240.0,Upi,Bangalore,test,2022,2,12,Saturday,2.0,2022-02,9746.0,,113,24228.666666666668
T1383,U017,2022-02-27,Expense,Entertainment,7935.0,Upi,Bangalore,EMI payment,2022,2,27,Sunday,15.0,2022-02,9746.0,7935.0,113,23662.0
T5275,U017,2022-05-08,Expense,Food,1810.0,Bank_Transfer,Jaipur,Lunch,2022,5,8,Sunday,70.0,2022-05,1810.0,1810.0,113,23661.666666666668
T7292,U017,2022-06-02,Expense,Rent,43387.0,Card,Chennai,Monthly rent payment,2022,6,2,Thursday,25.0,2022-06,52058.0,43387.0,113,17710.666666666668
T8068,U017,2022-06-15,Income,Bonus,61153.0,Card,Jaipur,Restaurant dinner,2022,6,15,Wednesday,13.0,2022-06,52058.0,,113,35450.0
T11906,U017,2022-06-28,Expense,Health,8671.0,Upi,Unknown,Movie tickets,2022,6,28,Tuesday,13.0,2022-06,52058.0,8671.0,113,37737.0
T0764,U017,2022-07-04,Income,Freelance,41380.0,Upi,Jaipur,!!!,2022,7,4,Monday,6.0,2022-07,2636.0,,113,37068.0
T12701,U017,2022-07-16,Expense,Health,2407.0,Card,Lucknow,Movie tickets,2022,7,16,Saturday,12.0,2022-07,2636.0,2407.0,113,17486.0
T0980,U017,2022-07-29,Expense,Utilities,229.0,Upi,Bangalore,test,2022,7,29,Friday,13.0,2022-07,2636.0,229.0,113,14672.0
T13194,U017,2022-09-20,Expense,Travel,5391.0,Unknown,Jaipur,test,2022,9,20,Tuesday,53.0,2022-09,22532.0,5391.0,113,2675.6666666666665
T11460,U017,2022-09-22,Expense,Rent,17141.0,Card,Mumbai,asdfgh,2022,9,22,Thursday,2.0,2022-09,22532.0,17141.0,113,7587.0
T5164,U017,2022-10-25,Expense,Entertainment,4468.0,Bank_Transfer,Ahmedabad,test,2022,10,25,Tuesday,33.0,2022-10,4468.0,4468.0,113,9000.0
T2305,U017,2022-11-08,Income,Others,73108.0,Upi,Hyderabad,No Notes,2022,11,8,Tuesday,14.0,2022-11,2531.0,,113,31572.333333333332
T5846,U017,2022-11-21,Expense,Travel,1897.0,Bank_Transfer,Bangalore,No Notes,2022,11,21,Monday,13.0,2022-11,2531.0,1897.0,113,26491.0
T6921,U017,2022-11-26,Expense,Food,634.0,Card,Chennai,No Notes,2022,11,26,Saturday,5.0,2022-11,2531.0,634.0,113,25213.0
T4036,U017,2022-12-04,Expense,Travel,1942.0,Card,Ahmedabad,No Notes,2022,12,4,Sunday,8.0,2022-12,11646.0,1942.0,113,1491.0
T9347,U017,2022-12-09,Expense,Education,8324.0,Bank_Transfer,Unknown,Online course,2022,12,9,Friday,5.0,2022-12,11646.0,8324.0,113,3633.3333333333335
T6786,U017,2022-12-15,Expense,Rent,1380.0,Bank_Transfer,Hyderabad,Train ticket,2022,12,15,Thursday,6.0,2022-12,11646.0,1380.0,113,3882.0
T13899,U017,2023-01-20,Expense,Utilities,3940.0,Upi,Kolkata,Doctor consultation,2023,1,20,Friday,36.0,2023-01,11283.0,3940.0,113,4548.0
T1735,U017,2023-01-24,Expense,Travel,909.0,Card,Lucknow,No Notes,2023,1,24,Tuesday,4.0,2023-01,11283.0,909.0,113,2076.3333333333335
T12359,U017,2023-01-25,Expense,Health,6434.0,Cash,Unknown,No Notes,2023,1,25,Wednesday,1.0,2023-01,11283.0,6434.0,113,3761.0
T4221,U017,2023-01-27,Income,Salary,29115.0,Upi,Kolkata,Petrol,2023,1,27,Friday,2.0,2023-01,11283.0,,113,12152.666666666666
T6226,U017,2023-02-17,Expense,Food,4169.0,Upi,Pune,Restaurant dinner,2023,2,17,Friday,21.0,2023-02,13840.0,4169.0,113,13239.333333333334
T12209,U017,2023-02-17,Expense,Entertainment,9671.0,Upi,Chennai,test,2023,2,17,Friday,0.0,2023-02,13840.0,9671.0,113,14318.333333333334
T9738,U017,2023-03-07,Expense,Travel,4848.0,Card,Chennai,EMI payment,2023,3,7,Tuesday,18.0,2023-03,4848.0,4848.0,113,6229.333333333333
T9715,U017,2023-03-08,Income,Others,73428.0,Unknown,Hyderabad,Grocery shopping,2023,3,8,Wednesday,1.0,2023-03,4848.0,,113,29315.666666666668
T1165,U017,2023-04-04,Expense,Utilities,4949.0,Cash,Jaipur,No Notes,2023,4,4,Tuesday,27.0,2023-04,38240.0,12546.0,113,27741.666666666668
T7265,U017,2023-04-13,Expense,Food,2405.0,Upi,Bangalore,Doctor consultation,2023,4,13,Thursday,9.0,2023-04,38240.0,2405.0,113,26927.333333333332
T0364,U017,2023-04-14,Expense,Health,2402.0,Cash,Lucknow,Coffee,2023,4,14,Friday,1.0,2023-04,38240.0,2402.0,113,3252.0
T8873,U017,2023-04-20,Expense,Travel,258.0,Cash,Delhi,No Notes,2023,4,20,Thursday,6.0,2023-04,38240.0,258.0,113,1688.3333333333333
T3072,U017,2023-04-25,Expense,Utilities,7597.0,Upi,Ahmedabad,No Notes,2023,4,25,Tuesday,5.0,2023-04,38240.0,12546.0,113,3419.0
T0362,U017,2023-04-25,Expense,Rent,20629.0,Upi,Pune,...,2023,4,25,Tuesday,0.0,2023-04,38240.0,20629.0,113,9494.666666666666
T12490,U017,2023-05-09,Expense,Entertainment,3706.0,Bank_Transfer,Jaipur,misc,2023,5,9,Tuesday,14.0,2023-05,7013.0,3706.0,113,10644.0
T9836,U017,2023-05-14,Expense,Food,833.0,Cash,Chennai,Uber ride,2023,5,14,Sunday,5.0,2023-05,7013.0,833.0,113,8389.333333333334
T3724,U017,2023-05-29,Expense,Rent,2474.0,Cash,Jaipur,Movie tickets,2023,5,29,Monday,15.0,2023-05,7013.0,2474.0,113,2337.6666666666665
T3793,U017,2023-06-24,Expense,Others,1706.0,Upi,Jaipur,Restaurant dinner,2023,6,24,Saturday,26.0,2023-06,1706.0,1706.0,113,1671.0
T1867,U017,2023-06-28,Income,Investment,71361.0,Bank_Transfer,Hyderabad,Internet bill,2023,6,28,Wednesday,4.0,2023-06,1706.0,,113,25180.333333333332
T1438,U017,2023-07-02,Expense,Rent,5126.0,Cash,Lucknow,Train ticket,2023,7,2,Sunday,4.0,2023-07,8027.0,5126.0,113,26064.333333333332
T11124,U017,2023-07-10,Expense,Food,2901.0,Bank_Transfer,Lucknow,No Notes,2023,7,10,Monday,8.0,2023-07,8027.0,2901.0,113,26462.666666666668
T2534,U017,2023-07-28,Income,Investment,19860.0,Bank_Transfer,Mumbai,Train ticket,2023,7,28,Friday,18.0,2023-07,8027.0,,113,9295.666666666666
T1387,U017,2023-08-16,Expense,Entertainment,1629.0,Card,Delhi,Monthly rent payment,2023,8,16,Wednesday,19.0,2023-08,17382.0,5018.0,113,8130.0
