transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T3209,U143,2021-12-11,Expense,Food,812.0,Card,Kolkata,No Notes
T9897,U022,2023-11-25,Expense,Rent,6391.0,Bank_Transfer,Mumbai,asdfgh
T0866,U148,2021-03-20,Expense,Education,3151.0,Upi,Hyderabad,xyz123
T3663,U094,2021-01-02,Expense,Travel,6657.0,Unknown,Jaipur,No Notes
T1397,U138,2022-11-10,Expense,Travel,4043.0,Bank_Transfer,Kolkata,Doctor consultation
T13504,U087,2021-02-24,Expense,Food,1417.0,Upi,Pune,Grocery shopping
T12148,U050,2023-09-18,Expense,Food,3178.0,Cash,Hyderabad,Lunch
T5359,U043,2024-12-11,Expense,Rent,44120.0,Card,Kolkata,Restaurant dinner
T10419,U129,2023-06-11,Expense,Food,4990.0,Bank_Transfer,Chennai,Doctor consultation
T1586,U118,2024-08-09,Expense,Food,4220.0,Cash,Hyderabad,test
T8738,U041,2024-04-22,Expense,Rent,122.0,Cash,Delhi,Restaurant dinner
T10257,U037,2024-05-27,Income,Freelance,41869.0,Bank_Transfer,Kolkata,test
T9338,U149,2024-05-10,Expense,Education,5306.0,Card,Hyderabad,Fixed deposit
T5546,U022,2021-09-13,Income,Investment,36470.0,Upi,Unknown,Uber ride
T3223,U068,2021-03-14,Income,Investment,717851.0,Cash,Unknown,Medicine
T2410,U107,2022-02-28,Expense,Entertainment,6506.0,Cash,Jaipur,Monthly rent payment
T13500,U128,2022-03-21,Expense,Food,3124.0,Bank_Transfer,Ahmedabad,...
T2902,U150,2024-01-30,Expense,Food,1776.0,Unknown,Jaipur,EMI payment
T6960,U003,2024-08-10,Expense,Food,6437.0,Upi,Hyderabad,Books
T12154,U065,2021-07-04,Expense,Rent,9188.0,Unknown,Chennai,No Notes
T11271,U010,2023-12-18,Expense,Others,999999.0,Card,Jaipur,Books
T4571,U059,2024-02-23,Expense,Travel,8870.0,Card,Hyderabad,EMI payment
T3693,U146,2022-12-10,Expense,Utilities,1464.0,Upi,Delhi,misc
T5825,U117,2021-03-12,Expense,Others,999999.0,Bank_Transfer,Chennai,No Notes
T12256,U024,2021-06-29,Expense,Rent,35836.0,Bank_Transfer,Chennai,No Notes
T9077,U110,2022-06-25,Expense,Food,2346.0,Bank_Transfer,Ahmedabad,No Notes
T13617,U037,2023-12-18,Expense,Rent,5993.0,Bank_Transfer,Bangalore,No Notes
T8360,U100,2021-12-31,Income,Freelance,68432.0,Bank_Transfer,Hyderabad,No Notes
T4099,U077,2023-05-30,Expense,Education,2114.0,Card,Unknown,Coffee
T9242,U110,2022-08-25,Expense,Food,1087.0,Bank_Transfer,Chennai,EMI payment
T5473,U027,2022-07-21,Expense,Savings,3541.0,Cash,Kolkata,Internet bill
T10122,U058,2023-12-02,Expense,Education,4567.0,Bank_Transfer,Chennai,Internet bill
T8455,U147,2023-12-15,Income,Investment,61446.0,Upi,Delhi,Internet bill
T13796,U135,2021-02-26,Expense,Travel,498.0,Upi,Bangalore,Coffee
T3662,U068,2022-09-25,Expense,Entertainment,9419.0,Card,Chennai,No Notes
T11132,U023,2024-08-14,Expense,Education,4183.0,Bank_Transfer,Mumbai,test
T6973,U062,2022-04-14,Income,Investment,43138.0,Upi,Ahmedabad,Books
T12551,U041,2024-03-19,Income,Bonus,69498.0,Cash,Unknown,Uber ride
T5776,U016,2023-12-10,Expense,Others,8147.0,Cash,Ahmedabad,asdfgh
T5687,U075,2022-05-22,Expense,Travel,9290.0,Cash,Mumbai,asdfgh
T7136,U013,2024-01-05,Expense,Rent,21764.0,Cash,Mumbai,Internet bill
T11567,U007,2023-06-09,Income,Bonus,10561.0,Card,Pune,Restaurant dinner
T7921,U036,2021-10-03,Expense,Health,1094.0,Cash,Bangalore,No Notes
T11159,U120,2024-09-20,Income,Salary,30590.0,Cash,Mumbai,Monthly rent payment
T6076,U086,2023-01-21,Expense,Travel,1180.0,Card,Ahmedabad,Shopping
T10314,U073,2022-03-11,Income,Bonus,74511.0,Cash,Chennai,Restaurant dinner
T4087,U091,2024-08-09,Expense,Health,8711.0,Bank_Transfer,Hyderabad,Monthly rent payment
T0516,U028,2023-01-13,Expense,Travel,1844.0,Upi,Mumbai,Internet bill
T3787,U066,2024-05-17,Income,Salary,345332.0,Card,Bangalore,Train ticket
T12061,U109,2024-08-08,Expense,Rent,5384.0,Bank_Transfer,Hyderabad,!!!
T3621,U036,2024-06-07,Expense,Entertainment,4876.0,Card,Lucknow,Internet bill
T5029,U030,2023-05-22,Expense,Travel,6900.0,Bank_Transfer,Unknown,EMI payment
T11603,U064,2021-09-20,Income,Bonus,23156.0,Upi,Kolkata,asdfgh
T3484,U012,2023-05-10,Expense,Travel,8169.0,Bank_Transfer,Ahmedabad,No Notes
T0419,U007,2022-04-08,Expense,Food,2747.0,Bank_Transfer,Lucknow,No Notes
T7220,U052,2024-04-25,Expense,Others,2026.0,Cash,Mumbai,No Notes
T11920,U076,2023-05-25,Expense,Entertainment,5900.0,Card,Jaipur,Restaurant dinner
T0238,U098,2022-03-28,Expense,Utilities,259.0,Bank_Transfer,Unknown,No Notes
T7089,U148,2024-02-13,Expense,Utilities,1296.0,Card,Mumbai,Gym membership
T5697,U130,2022-06-09,Income,Bonus,73294.0,Bank_Transfer,Kolkata,Train ticket
T7070,U019,2023-12-22,Expense,Travel,3515.0,Card,Chennai,Gym membership
T0962,U009,2024-08-10,Expense,Travel,8963.0,Cash,Delhi,Online course
T11016,U103,2024-10-14,Expense,Others,3974.0,Cash,Delhi,No Notes
T2542,U112,2022-02-04,Expense,Food,3567.0,Bank_Transfer,Chennai,xyz123
T10728,U147,2021-09-16,Expense,Travel,2587.0,Cash,Hyderabad,xyz123
T1351,U078,2023-03-01,Expense,Travel,6946.0,Bank_Transfer,Ahmedabad,Coffee
T2883,U117,2022-03-21,Income,Salary,62732.0,Upi,Chennai,Movie tickets
T3132,U116,2024-05-04,Expense,Food,1474.0,Card,Pune,Books
T11707,U072,2022-06-29,Expense,Travel,5089.0,Upi,Chennai,Grocery shopping
T5405,U048,2023-08-19,Expense,Utilities,3359.0,Card,Unknown,Online course
T2760,U040,2023-02-22,Expense,Travel,9373.0,Bank_Transfer,Unknown,Doctor consultation
T2458,U120,2021-02-08,Expense,Food,3530.0,Card,Kolkata,No Notes
T8080,U022,2024-01-08,Expense,Entertainment,1467.0,Card,Chennai,No Notes
T3651,U150,2022-02-16,Expense,Travel,6805.0,Card,Mumbai,misc
T9272,U067,2022-05-04,Expense,Savings,3248.0,Card,Lucknow,!!!
T13054,U077,2023-07-13,Income,Salary,33513.0,Upi,Unknown,ATM withdrawal
T4525,U089,2023-07-25,Expense,Entertainment,6430.0,Upi,Jaipur,asdfgh
T11149,U073,2024-12-31,Expense,Health,9811.0,Card,Chennai,Fixed deposit
T7834,U039,2023-05-07,Expense,Food,257.0,Unknown,Kolkata,Monthly rent payment
T5051,U050,2023-09-13,Expense,Food,3672.0,Bank_Transfer,Lucknow,Lunch
T11444,U024,2024-04-08,Expense,Savings,3234.0,Cash,Kolkata,test
T7744,U150,2021-05-05,Income,Investment,37274.0,Cash,Jaipur,Online course
T0438,U027,2021-12-30,Expense,Rent,6422.0,Cash,Unknown,Petrol
T2868,U134,2022-07-06,Expense,Travel,7085.0,Card,Hyderabad,No Notes
T7957,U147,2022-08-11,Expense,Food,4585.0,Upi,Jaipur,No Notes
T10823,U117,2022-08-03,Expense,Rent,8344.0,Cash,Delhi,Movie tickets
T9601,U030,2022-02-17,Expense,Utilities,7558.0,Card,Hyderabad,Monthly rent payment
T9582,U125,2024-08-17,Expense,Education,228.0,Bank_Transfer,Bangalore,test
T8499,U132,2022-12-27,Income,Investment,67477.0,Cash,Delhi,Uber ride
T7963,U077,2024-09-26,Income,Freelance,18049.0,Cash,Pune,ATM withdrawal
T7339,U003,2024-08-01,Income,Bonus,77669.0,Bank_Transfer,Mumbai,Grocery shopping
T2134,U127,2022-02-17,Expense,Travel,1758.0,Upi,Unknown,No Notes
T2340,U136,2022-06-06,Expense,Others,9753.0,Bank_Transfer,Unknown,test
T11039,U150,2024-07-01,Expense,Rent,4455.0,Upi,Bangalore,Doctor consultation
T10374,U046,2021-07-12,Expense,Utilities,1143.0,Cash,Delhi,!!!
T13642,U106,2024-04-22,Expense,Rent,9516.0,Upi,Ahmedabad,No Notes
T8866,U017,2022-01-05,Expense,Rent,3861.0,Card,Hyderabad,asdfgh
T11064,U044,2022-05-03,Expense,Rent,2348.0,Cash,Lucknow,No Notes
T8742,U003,2023-04-20,Expense,Rent,9342.0,Cash,Lucknow,...
T2832,U071,2024-04-20,Income,Freelance,31189.0,Cash,Ahmedabad,Shopping
T1549,U029,2022-06-07,Expense,Entertainment,3609.0,Bank_Transfer,Pune,Monthly rent payment
T13663,U029,2022-06-12,Expense,Food,9075.0,Upi,Bangalore,test
T13339,U065,2021-02-13,Expense,Food,3400.0,Cash,Kolkata,EMI payment
T12198,U077,2021-12-16,Expense,Utilities,513.0,Cash,Chennai,No Notes
T9041,U041,2023-07-28,Expense,Entertainment,8622.0,Card,Mumbai,Monthly rent payment
T9596,U098,2021-12-22,Expense,Rent,28550.0,Upi,Mumbai,Doctor consultation
T1326,U053,2022-08-15,Expense,Utilities,1866.0,Upi,Jaipur,!!!
T8557,U142,2024-12-09,Expense,Food,7489.0,Card,Mumbai,xyz123
T5123,U064,2024-07-18,Income,Bonus,68738.0,Unknown,Kolkata,No Notes
T13481,U035,2021-04-07,Expense,Travel,4334.0,Bank_Transfer,Delhi,Uber ride
T8950,U110,2021-05-26,Expense,Health,3677.0,Bank_Transfer,Lucknow,Gym membership
T0602,U014,2022-03-25,Expense,Food,2828.0,Upi,Mumbai,Monthly rent payment
T12248,U094,2023-09-30,Expense,Entertainment,9482.0,Card,Hyderabad,EMI payment
T12375,U056,2021-01-14,Income,Investment,68275.0,Card,Bangalore,Monthly rent payment
T2346,U001,2023-11-13,Expense,Rent,34793.0,Upi,Kolkata,Online course
T7014,U013,2024-01-03,Expense,Health,4447.0,Bank_Transfer,Mumbai,No Notes
T7255,U113,2022-06-04,Expense,Others,4410.0,Card,Delhi,misc
T8914,U114,2023-09-13,Expense,Travel,1324.0,Cash,Jaipur,Petrol
T4173,U133,2023-11-08,Expense,Rent,48137.0,Bank_Transfer,Lucknow,Petrol
T10170,U132,2023-08-27,Expense,Rent,5906.0,Bank_Transfer,Mumbai,Medicine
T4164,U148,2021-08-06,Income,Others,67497.0,Card,Delhi,test
T8055,U001,2021-12-22,Expense,Entertainment,5385.0,Upi,Lucknow,Online course
T8857,U054,2024-01-23,Expense,Education,1532.0,Card,Kolkata,Electricity bill
T7484,U089,2024-02-03,Expense,Travel,6693.0,Cash,Kolkata,misc
T4884,U013,2024-02-20,Expense,Entertainment,6798.0,Upi,Ahmedabad,xyz123
T7759,U057,2023-07-10,Expense,Education,6170.0,Cash,Hyderabad,No Notes
T8946,U001,2024-11-04,Expense,Food,3907.0,Card,Hyderabad,ATM withdrawal
T13424,U023,2024-07-30,Expense,Travel,3877.0,Cash,Mumbai,Internet bill
T7089,U126,2022-03-10,Expense,Travel,780.0,Bank_Transfer,Pune,test
T11705,U111,2021-10-04,Expense,Entertainment,5005.0,Bank_Transfer,Delhi,EMI payment
T13818,U074,2022-09-03,Expense,Rent,7199.0,Card,Ahmedabad,Petrol
T13723,U123,2021-10-03,Income,Freelance,33728.0,Upi,Unknown,No Notes
T5273,U007,2023-04-19,Expense,Food,6472.0,Card,Hyderabad,misc
T6443,U021,2021-05-15,Expense,Entertainment,8736.0,Card,Chennai,No Notes
T0485,U081,2024-07-23,Expense,Food,742.0,Cash,Bangalore,No Notes
T3776,U031,2021-03-19,Expense,Entertainment,666.0,Cash,Delhi,No Notes
T11082,U032,2022-11-17,Expense,Entertainment,7889.0,Card,Hyderabad,Grocery shopping
T3205,U067,2024-11-18,Income,Investment,64790.0,Upi,Kolkata,Monthly rent payment
T1008,U150,2024-10-19,Income,Others,38626.0,Upi,Hyderabad,test
T5656,U037,2022-11-24,Expense,Rent,9444.0,Bank_Transfer,Jaipur,Monthly rent payment
T5701,U094,2022-02-14,Expense,Rent,8747.0,Card,Ahmedabad,Uber ride
T11782,U101,2023-06-11,Income,Salary,64972.0,Upi,Hyderabad,Lunch
T7874,U073,2024-10-26,Expense,Food,4782.0,Cash,Chennai,No Notes
T9939,U058,2021-01-27,Expense,Food,6804.0,Card,Bangalore,No Notes
T5259,U074,2024-11-17,Expense,Food,8506.0,Cash,Jaipur,No Notes
T4069,U132,2024-01-28,Income,Investment,76688.0,Upi,Bangalore,Restaurant dinner
T9807,U103,2023-02-17,Expense,Food,2077.0,Cash,Jaipur,Uber ride
T8681,U082,2023-01-24,Income,Salary,73017.0,Cash,Chennai,Uber ride
T9384,U062,2024-11-26,Expense,Entertainment,3454.0,Cash,Unknown,Books
T6994,U092,2022-05-10,Expense,Entertainment,9187.0,Upi,Lucknow,Train ticket
T0677,U003,2023-09-18,Expense,Entertainment,3619.0,Upi,Bangalore,Coffee
T7421,U027,2021-07-14,Income,Bonus,30989.0,Card,Chennai,Electricity bill
T1269,U021,2022-04-20,Expense,Travel,3460.0,Upi,Jaipur,Coffee
T12834,U037,2022-01-12,Expense,Rent,42864.0,Bank_Transfer,Lucknow,Petrol
T3105,U084,2022-11-07,Income,Salary,63429.0,Unknown,Pune,Online course
T8932,U107,2024-01-05,Expense,Others,4076.0,Unknown,Lucknow,asdfgh
T6746,U125,2021-03-05,Expense,Travel,6569.0,Card,Kolkata,No Notes
T3130,U096,2021-09-11,Expense,Food,9635.0,Bank_Transfer,Kolkata,Gym membership
T7332,U118,2022-06-17,Expense,Travel,4897.0,Card,Delhi,Internet bill
T11357,U094,2022-11-14,Expense,Utilities,4440.0,Upi,Unknown,Electricity bill
T13816,U008,2023-07-19,Expense,Entertainment,6978.0,Unknown,Hyderabad,Movie tickets
T6194,U118,2021-06-26,Expense,Savings,4895.0,Upi,Bangalore,Internet bill
T8700,U080,2021-11-03,Expense,Entertainment,7089.0,Card,Hyderabad,Petrol
T2086,U078,2021-08-28,Expense,Rent,1977.0,Bank_Transfer,Kolkata,Monthly rent payment
T10737,U113,2022-12-18,Expense,Food,4901.0,Cash,Mumbai,Electricity bill
T9895,U035,2023-06-30,Expense,Rent,27374.0,Bank_Transfer,Lucknow,No Notes
T12041,U100,2023-12-14,Expense,Travel,5514.0,Upi,Hyderabad,Electricity bill
T2583,U029,2021-01-07,Expense,Rent,20104.0,Card,Kolkata,Internet bill
T4198,U060,2024-02-27,Expense,Travel,1272.0,Bank_Transfer,Jaipur,Electricity bill
T8187,U069,2022-11-28,Expense,Food,3837.0,Bank_Transfer,Delhi,Internet bill
T2931,U046,2022-06-17,Expense,Rent,999999.0,Bank_Transfer,Bangalore,Train ticket
T6459,U092,2022-06-15,Income,Bonus,60619.0,Card,Hyderabad,asdfgh
T5779,U074,2022-02-14,Income,Others,24450.0,Card,Mumbai,Train ticket
T9334,U076,2021-08-25,Expense,Entertainment,5217.0,Upi,Pune,Petrol
T6836,U099,2024-02-19,Expense,Utilities,9479.0,Bank_Transfer,Chennai,ATM withdrawal
T3996,U012,2021-10-14,Expense,Travel,5187.0,Bank_Transfer,Mumbai,Restaurant dinner
T9634,U075,2022-09-08,Expense,Utilities,5077.0,Card,Pune,EMI payment
T13820,U023,2022-08-09,Expense,Rent,8335.0,Bank_Transfer,Jaipur,Electricity bill
T1266,U142,2021-09-02,Expense,Utilities,2259.0,Card,Ahmedabad,test
T13616,U006,2021-01-21,Expense,Food,4126.0,Bank_Transfer,Ahmedabad,No Notes
T7152,U045,2022-10-15,Expense,Travel,6096.0,Upi,Kolkata,Electricity bill
T6859,U149,2024-08-01,Expense,Food,3726.0,Unknown,Lucknow,Internet bill
T5216,U147,2024-09-13,Expense,Travel,5935.0,Upi,Hyderabad,Books
T13919,U102,2022-07-07,Expense,Food,2380.0,Card,Ahmedabad,Coffee
T6360,U036,2024-05-04,Expense,Rent,33185.0,Bank_Transfer,Chennai,...
T7762,U142,2022-11-19,Expense,Travel,835.0,Upi,Ahmedabad,Fixed deposit
T9786,U061,2024-11-25,Expense,Rent,7511.0,Upi,Lucknow,!!!
T3445,U017,2023-12-17,Expense,Utilities,9386.0,Bank_Transfer,Bangalore,!!!
T13914,U003,2022-06-06,Expense,Education,2979.0,Card,Jaipur,...
T1296,U091,2024-12-06,Expense,Health,7110.0,Upi,Pune,Doctor consultation
T7826,U112,2021-07-15,Expense,Savings,1945.0,Upi,Mumbai,misc
T9589,U125,2022-08-13,Expense,Travel,2538.0,Cash,Mumbai,Electricity bill
T1766,U026,2022-11-19,Expense,Food,561.0,Upi,Lucknow,Restaurant dinner
T9243,U090,2024-12-19,Expense,Utilities,2083.0,Cash,Pune,Doctor consultation
T6159,U038,2024-12-14,Expense,Food,3301.0,Upi,Jaipur,test
T1869,U121,2024-01-11,Expense,Travel,7414.0,Cash,Lucknow,Uber ride
T5849,U126,2023-08-10,Expense,Travel,9734.0,Upi,Unknown,Movie tickets
T10885,U058,2022-09-23,Income,Freelance,15825.0,Card,Jaipur,Uber ride
T3270,U075,2022-12-20,Expense,Rent,22072.0,Cash,Jaipur,Fixed deposit
T9244,U068,2021-07-22,Income,Others,51181.0,Cash,Hyderabad,Fixed deposit
T0471,U054,2022-04-06,Expense,Rent,6519.0,Card,Hyderabad,...
T4520,U041,2021-09-11,Expense,Others,3474.0,Upi,Lucknow,Coffee
T12066,U003,2024-11-24,Income,Others,20533.0,Bank_Transfer,Kolkata,Train ticket
T13939,U076,2024-01-21,Expense,Food,3117.0,Cash,Jaipur,Coffee
T12976,U024,2021-08-25,Income,Others,27796.0,Upi,Chennai,Coffee
T13838,U040,2022-04-16,Expense,Rent,6078.0,Bank_Transfer,Mumbai,No Notes
T9578,U106,2021-01-26,Expense,Rent,5871.0,Bank_Transfer,Pune,No Notes
T1074,U117,2024-03-31,Expense,Rent,42691.0,Cash,Jaipur,Lunch
T8873,U017,2023-04-20,Expense,Travel,258.0,Cash,Delhi,No Notes
T4970,U050,2022-08-07,Expense,Rent,9994.0,Upi,Ahmedabad,Train ticket
T10678,U108,2022-12-24,Expense,Health,2416.0,Upi,Delhi,Books
T6834,U052,2021-01-18,Expense,Travel,2784.0,Cash,Jaipur,Online course
T12726,U007,2022-03-18,Expense,Rent,292.0,Card,Delhi,Uber ride
T0613,U104,2024-02-24,Expense,Food,1823.0,Bank_Transfer,Lucknow,Lunch
T5429,U001,2022-12-26,Expense,Utilities,6861.0,Cash,Lucknow,No Notes
T7918,U098,2023-01-05,Expense,Food,4852.0,Card,Kolkata,No Notes
T8796,U110,2024-02-05,Expense,Food,3167.0,Cash,Lucknow,No Notes
T13873,U024,2024-10-13,Income,Investment,63220.0,Card,Delhi,Online course
T1392,U134,2021-03-19,Expense,Food,3780.0,Bank_Transfer,Pune,...
T0730,U136,2023-02-04,Income,Others,64657.0,Card,Ahmedabad,Lunch
T6829,U048,2024-08-08,Expense,Food,999999.0,Card,Mumbai,Petrol
T10949,U134,2023-03-19,Expense,Others,5451.0,Cash,Pune,Coffee
T7463,U046,2024-04-23,Expense,Food,486.0,Bank_Transfer,Hyderabad,Fixed deposit
T11179,U001,2024-09-05,Expense,Travel,6871.0,Upi,Lucknow,Monthly rent payment
T7414,U111,2024-10-14,Expense,Entertainment,7219.0,Card,Chennai,Train ticket
T4038,U084,2022-04-28,Expense,Food,1456.0,Cash,Unknown,Shopping
T0425,U088,2023-02-09,Income,Investment,53995.0,Card,Mumbai,No Notes
T2531,U114,2021-07-17,Expense,Rent,40824.0,Upi,Lucknow,...
T9713,U032,2024-07-15,Expense,Travel,1803.0,Cash,Chennai,Uber ride
T3836,U013,2021-04-19,Income,Salary,23907.0,Upi,Ahmedabad,No Notes
T1037,U084,2024-05-12,Income,Others,892217.0,Card,Jaipur,Movie tickets
T12579,U052,2023-03-08,Expense,Rent,38431.0,Card,Hyderabad,Lunch
T9509,U056,2022-08-04,Expense,Travel,887.0,Card,Jaipur,Restaurant dinner
T13784,U119,2021-08-08,Income,Investment,47751.0,Upi,Ahmedabad,No Notes
T2575,U128,2024-03-23,Expense,Entertainment,7034.0,Unknown,Delhi,Electricity bill
T10059,U019,2022-05-22,Expense,Travel,9371.0,Upi,Unknown,Lunch
T0921,U050,2024-05-31,Expense,Travel,6726.0,Card,Kolkata,Electricity bill
T5938,U071,2023-09-04,Expense,Entertainment,9299.0,Bank_Transfer,Lucknow,No Notes
T13330,U047,2022-10-03,Expense,Education,3506.0,Cash,Chennai,Restaurant dinner
T10284,U089,2021-04-06,Expense,Rent,3987.0,Unknown,Ahmedabad,Doctor consultation
T5636,U085,2023-04-16,Expense,Utilities,4200.0,Card,Mumbai,...
T7769,U061,2024-05-22,Expense,Rent,26131.0,Bank_Transfer,Unknown,Fixed deposit
T0423,U050,2021-09-16,Expense,Utilities,4083.0,Bank_Transfer,Hyderabad,EMI payment
T3657,U096,2021-12-30,Expense,Rent,31559.0,Unknown,Pune,No Notes
T7135,U018,2022-05-13,Expense,Others,7768.0,Card,Jaipur,No Notes
T0724,U016,2023-06-11,Expense,Rent,9527.0,Cash,Hyderabad,Gym membership
T7550,U077,2023-05-31,Expense,Entertainment,6229.0,Cash,Lucknow,misc
T13266,U041,2022-01-22,Income,Bonus,49633.0,Upi,Chennai,Books
T2779,U001,2022-12-22,Expense,Savings,1022.0,Cash,Pune,Doctor consultation
T3899,U079,2024-02-26,Expense,Utilities,6055.0,Cash,Bangalore,asdfgh
T7987,U073,2023-02-08,Income,Investment,32845.0,Card,Chennai,No Notes
T1793,U027,2021-12-13,Expense,Food,2826.0,Cash,Mumbai,Lunch
T2408,U001,2022-08-15,Expense,Education,7554.0,Bank_Transfer,Jaipur,Uber ride
T4091,U072,2024-07-18,Expense,Rent,2297.0,Card,Pune,!!!
T7938,U117,2023-08-30,Expense,Food,4517.0,Bank_Transfer,Jaipur,EMI payment
T2153,U028,2023-02-26,Expense,Rent,29126.0,Cash,Ahmedabad,Doctor consultation
T10969,U107,2023-01-07,Expense,Food,1684.0,Card,Jaipur,test
T11906,U017,2022-06-28,Expense,Health,8671.0,Upi,Unknown,Movie tickets
T5291,U013,2024-04-19,Expense,Travel,312.0,Cash,Lucknow,Doctor consultation
T2775,U104,2024-12-19,Expense,Others,4564.0,Bank_Transfer,Delhi,Monthly rent payment
T7341,U088,2023-11-17,Expense,Entertainment,5047.0,Upi,Delhi,!!!
T2746,U092,2023-04-30,Expense,Travel,6854.0,Card,Lucknow,Monthly rent payment
T6589,U049,2022-04-19,Expense,Savings,7310.0,Bank_Transfer,Bangalore,No Notes
T2748,U031,2024-07-07,Expense,Travel,4091.0,Bank_Transfer,Pune,asdfgh
T3151,U022,2024-03-20,Expense,Health,4645.0,Card,Hyderabad,Restaurant dinner
T12576,U077,2023-03-30,Expense,Education,5714.0,Upi,Pune,Lunch
T12380,U103,2024-06-07,Income,Salary,27552.0,Card,Kolkata,No Notes
T11212,U091,2022-06-19,Expense,Education,5466.0,Unknown,Kolkata,Petrol
T11767,U008,2023-08-27,Expense,Rent,2992.0,Cash,Bangalore,No Notes
T12667,U112,2022-08-31,Expense,Education,4689.0,Cash,Hyderabad,Internet bill
T3763,U037,2022-12-08,Expense,Food,6079.0,Card,Delhi,No Notes
T6185,U032,2023-12-13,Expense,Others,4336.0,Cash,Unknown,No Notes
T1209,U069,2021-09-17,Expense,Food,1237.0,Cash,Chennai,Books
T10151,U035,2022-03-17,Expense,Entertainment,8831.0,Unknown,Bangalore,Medicine
T12165,U013,2021-09-07,Expense,Travel,4994.0,Upi,Pune,asdfgh
T4788,U001,2021-04-17,Expense,Rent,5328.0,Bank_Transfer,Hyderabad,EMI payment
T7267,U018,2021-08-29,Expense,Utilities,4303.0,Upi,Chennai,Doctor consultation
T11834,U018,2022-12-21,Expense,Utilities,4529.0,Card,Hyderabad,Train ticket
T7946,U103,2022-11-27,Income,Freelance,49289.0,Card,Ahmedabad,Shopping
T5211,U139,2021-03-18,Expense,Education,1707.0,Upi,Chennai,Internet bill
T13358,U050,2022-02-08,Expense,Travel,3531.0,Cash,Hyderabad,Petrol
T1354,U009,2024-06-14,Expense,Education,6961.0,Card,Chennai,Uber ride
T10494,U079,2022-01-15,Expense,Food,1563.0,Cash,Unknown,!!!
T1921,U055,2023-10-01,Expense,Travel,5250.0,Card,Mumbai,No Notes
T1425,U066,2023-04-12,Income,Freelance,47990.0,Cash,Lucknow,Electricity bill
T4694,U118,2021-04-29,Expense,Education,8802.0,Bank_Transfer,Kolkata,No Notes
T11955,U080,2022-02-10,Expense,Health,4865.0,Upi,Mumbai,Internet bill
T12618,U105,2023-10-22,Income,Others,10812.0,Bank_Transfer,Unknown,...
T9839,U002,2022-11-17,Expense,Education,9892.0,Card,Unknown,Online course
T5487,U028,2021-08-03,Expense,Rent,35977.0,Card,Hyderabad,!!!
T13669,U060,2022-04-16,Expense,Food,2575.0,Cash,Bangalore,test
T13847,U068,2021-04-04,Expense,Others,474.0,Card,Chennai,Shopping
T0266,U077,2024-03-26,Expense,Food,7215.0,Card,Pune,Electricity bill
T0729,U018,2024-12-16,Expense,Utilities,6921.0,Upi,Pune,Restaurant dinner
T2586,U066,2023-02-09,Expense,Rent,5682.0,Unknown,Bangalore,ATM withdrawal
T9562,U047,2021-03-22,Expense,Travel,3925.0,Card,Kolkata,No Notes
T4729,U025,2022-03-09,Income,Investment,59014.0,Cash,Chennai,Restaurant dinner
T9946,U057,2021-05-18,Expense,Rent,7959.0,Card,Kolkata,No Notes
T3017,U058,2021-06-14,Expense,Utilities,4418.0,Bank_Transfer,Ahmedabad,Doctor consultation
T7683,U101,2023-05-27,Expense,Rent,37019.0,Cash,Pune,Grocery shopping
T13758,U080,2021-05-30,Expense,Food,3541.0,Card,Ahmedabad,Shopping
T13692,U130,2023-12-25,Expense,Utilities,1048.0,Bank_Transfer,Hyderabad,Movie tickets
T8157,U031,2024-09-05,Expense,Food,838.0,Cash,Ahmedabad,Movie tickets
T11910,U053,2021-02-24,Expense,Entertainment,1652.0,Cash,Bangalore,test
T5217,U101,2021-12-20,Expense,Rent,9794.0,Cash,Lucknow,Movie tickets
T12469,U053,2021-04-28,Expense,Rent,17155.0,Upi,Pune,Lunch
T3643,U050,2023-09-19,Income,Freelance,71775.0,Cash,Chennai,test
T5631,U015,2023-03-01,Expense,Food,3527.0,Cash,Lucknow,Online course
T2499,U035,2024-08-27,Expense,Travel,4214.0,Card,Unknown,Train ticket
T0433,U022,2023-10-25,Expense,Utilities,1268.0,Upi,Kolkata,Medicine
T13632,U036,2024-02-25,Expense,Travel,6175.0,Card,Unknown,No Notes
T1159,U016,2023-04-04,Expense,Rent,43025.0,Cash,Bangalore,No Notes
T1455,U056,2023-05-29,Expense,Entertainment,1415.0,Cash,Chennai,Medicine
T3179,U075,2023-03-03,Expense,Food,709.0,Bank_Transfer,Ahmedabad,misc
T8074,U099,2023-04-26,Expense,Travel,6538.0,Upi,Hyderabad,asdfgh
T11781,U057,2021-08-20,Expense,Rent,32159.0,Upi,Pune,Shopping
T5574,U116,2022-07-28,Expense,Savings,4952.0,Card,Hyderabad,Lunch
T6078,U047,2021-06-01,Income,Investment,32323.0,Upi,Ahmedabad,Lunch
T0519,U019,2023-12-21,Income,Others,48455.0,Upi,Mumbai,Doctor consultation
T8527,U078,2023-10-31,Expense,Entertainment,8528.0,Card,Chennai,Grocery shopping
T9791,U051,2023-10-28,Income,Others,15408.0,Card,Ahmedabad,Books
T9064,U075,2022-10-13,Expense,Health,6652.0,Card,Delhi,Train ticket
T9754,U070,2022-01-06,Expense,Food,2348.0,Cash,Unknown,Fixed deposit
T4197,U149,2024-11-22,Expense,Food,782.0,Cash,Chennai,Fixed deposit
