transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,day,weekday,lag_1,lag_2,lag_3,rolling_mean_3,user_transaction_count,target
T12551,U041,2024-03-19,Income,Bonus,69498.0,Cash,Unknown,Uber ride,2024,3,19,1,4551.0,2966.0,37665.0,15060.666666666666,33,122.0
T8738,U041,2024-04-22,Expense,Rent,122.0,Cash,Delhi,Restaurant dinner,2024,4,22,0,69498.0,4551.0,2966.0,25671.666666666668,34,1446.0
T9982,U041,2024-05-29,Expense,Education,1446.0,Unknown,Delhi,ATM withdrawal,2024,5,29,2,122.0,69498.0,4551.0,24723.666666666668,35,7475.0
T6035,U041,2024-07-08,Expense,Travel,7475.0,Upi,Pune,Shopping,2024,7,8,0,1446.0,122.0,69498.0,23688.666666666668,36,28566.0
T5037,U041,2024-07-16,Income,Freelance,28566.0,Cash,Kolkata,No Notes,2024,7,16,1,7475.0,1446.0,122.0,3014.3333333333335,37,8509.0
T10315,U041,2024-11-11,Expense,Health,8509.0,Bank_Transfer,Hyderabad,Uber ride,2024,11,11,0,28566.0,7475.0,1446.0,12495.666666666666,38,22156.0
T1510,U042,2021-08-09,Expense,Food,1226.0,Upi,Mumbai,No Notes,2021,8,9,0,4950.0,4195.0,2717.0,3954.0,3,1498.0
T13547,U042,2021-08-29,Expense,Food,1498.0,Bank_Transfer,Pune,xyz123,2021,8,29,6,1226.0,4950.0,4195.0,3457.0,4,9007.0
T12685,U042,2021-09-16,Expense,Food,9007.0,Bank_Transfer,Chennai,Online course,2021,9,16,3,1498.0,1226.0,4950.0,2558.0,5,56659.0
T0342,U042,2021-10-27,Income,Freelance,56659.0,Cash,Bangalore,Movie tickets,2021,10,27,2,9007.0,1498.0,1226.0,3910.3333333333335,6,3185.0
T6718,U042,2021-11-10,Expense,Entertainment,3185.0,Upi,Kolkata,Restaurant dinner,2021,11,10,2,56659.0,9007.0,1498.0,22388.0,7,7718.0
T11057,U042,2021-12-13,Expense,Travel,7718.0,Cash,Delhi,Movie tickets,2021,12,13,0,3185.0,56659.0,9007.0,22950.333333333332,8,3596.0
T13286,U042,2021-12-18,Expense,Entertainment,3596.0,Upi,Delhi,Internet bill,2021,12,18,5,7718.0,3185.0,56659.0,22520.666666666668,9,7615.0
T11633,U042,2022-01-09,Expense,Entertainment,7615.0,Bank_Transfer,Jaipur,Lunch,2022,1,9,6,3596.0,7718.0,3185.0,4833.0,10,2960.0
T7868,U042,2022-02-21,Expense,Utilities,2960.0,Bank_Transfer,Pune,Lunch,2022,2,21,0,7615.0,3596.0,7718.0,6309.666666666667,11,2553.0
T3813,U042,2022-02-28,Expense,Utilities,2553.0,Bank_Transfer,Chennai,Shopping,2022,2,28,0,2960.0,7615.0,3596.0,4723.666666666667,12,9360.0
T8246,U042,2022-03-14,Expense,Travel,9360.0,Bank_Transfer,Mumbai,Monthly rent payment,2022,3,14,0,2553.0,2960.0,7615.0,4376.0,13,5431.0
T2416,U042,2022-04-02,Expense,Utilities,5431.0,Cash,Mumbai,ATM withdrawal,2022,4,2,5,9360.0,2553.0,2960.0,4957.666666666667,14,6907.0
T5727,U042,2022-04-24,Expense,Health,6907.0,Upi,Mumbai,Online course,2022,4,24,6,5431.0,9360.0,2553.0,5781.333333333333,15,630.0
T8566,U042,2022-06-29,Expense,Utilities,630.0,Bank_Transfer,Kolkata,Shopping,2022,6,29,2,6907.0,5431.0,9360.0,7232.666666666667,16,7841.0
T5061,U042,2022-09-21,Expense,Utilities,7841.0,Upi,Jaipur,No Notes,2022,9,21,2,630.0,6907.0,5431.0,4322.666666666667,17,5279.0
T4155,U042,2022-12-09,Expense,Travel,5279.0,Cash,Jaipur,Lunch,2022,12,9,4,7841.0,630.0,6907.0,5126.0,18,6971.0
T2155,U042,2023-02-09,Expense,Food,6971.0,Card,Delhi,Gym membership,2023,2,9,3,5279.0,7841.0,630.0,4583.333333333333,19,22748.0
T9163,U042,2023-03-07,Expense,Rent,22748.0,Card,Lucknow,No Notes,2023,3,7,1,6971.0,5279.0,7841.0,6697.0,20,5205.0
T12179,U042,2023-04-13,Expense,Travel,5205.0,Bank_Transfer,Pune,Shopping,2023,4,13,3,22748.0,6971.0,5279.0,11666.0,21,8499.0
T0226,U042,2023-04-22,Expense,Health,8499.0,Upi,Pune,Monthly rent payment,2023,4,22,5,5205.0,22748.0,6971.0,11641.333333333334,22,786.0
T9545,U042,2023-05-02,Expense,Food,786.0,Bank_Transfer,Lucknow,Books,2023,5,2,1,8499.0,5205.0,22748.0,12150.666666666666,23,1200.0
T5355,U042,2023-05-09,Expense,Entertainment,1200.0,Bank_Transfer,Jaipur,No Notes,2023,5,9,1,786.0,8499.0,5205.0,4830.0,24,8464.0
T3393,U042,2023-06-07,Expense,Rent,8464.0,Bank_Transfer,Pune,misc,2023,6,7,2,1200.0,786.0,8499.0,3495.0,25,8540.0
T7954,U042,2023-12-24,Expense,Utilities,8540.0,Card,Hyderabad,Internet bill,2023,12,24,6,8464.0,1200.0,786.0,3483.3333333333335,26,36907.0
T11373,U042,2024-02-23,Income,Investment,36907.0,Upi,Chennai,asdfgh,2024,2,23,4,8540.0,8464.0,1200.0,6068.0,27,7853.0
T0521,U042,2024-03-26,Expense,Food,7853.0,Card,Ahmedabad,Uber ride,2024,3,26,1,36907.0,8540.0,8464.0,17970.333333333332,28,7504.0
T8813,U042,2024-04-23,Expense,Education,7504.0,Upi,Lucknow,Monthly rent payment,2024,4,23,1,7853.0,36907.0,8540.0,17766.666666666668,29,1357.0
T1564,U042,2024-06-13,Expense,Food,1357.0,Upi,Unknown,Electricity bill,2024,6,13,3,7504.0,7853.0,36907.0,17421.333333333332,30,706.0
T0368,U042,2024-07-17,Expense,Food,706.0,Bank_Transfer,Delhi,Petrol,2024,7,17,2,1357.0,7504.0,7853.0,5571.333333333333,31,8564.0
T0251,U042,2024-08-15,Expense,Travel,8564.0,Upi,Jaipur,Lunch,2024,8,15,3,706.0,1357.0,7504.0,3189.0,32,5248.0
T5034,U042,2024-10-12,Expense,Entertainment,5248.0,Cash,Kolkata,Restaurant dinner,2024,10,12,5,8564.0,706.0,1357.0,3542.3333333333335,33,5511.0
T8275,U042,2024-10-23,Expense,Rent,5511.0,Card,Ahmedabad,No Notes,2024,10,23,2,5248.0,8564.0,706.0,4839.333333333333,34,5337.0
T5730,U043,2021-05-26,Expense,Food,3422.0,Card,Jaipur,Movie tickets,2021,5,26,2,51678.0,1115.0,8670.0,20487.666666666668,3,20710.0
T5230,U043,2021-10-01,Income,Investment,20710.0,Bank_Transfer,Lucknow,asdfgh,2021,10,1,4,3422.0,51678.0,1115.0,18738.333333333332,4,8521.0
T1558,U043,2022-02-25,Expense,Food,8521.0,Cash,Lucknow,Gym membership,2022,2,25,4,20710.0,3422.0,51678.0,25270.0,5,65727.0
T13157,U043,2022-04-17,Income,Salary,65727.0,Cash,Chennai,Books,2022,4,17,6,8521.0,20710.0,3422.0,10884.333333333334,6,1603.0
T8382,U043,2022-07-07,Expense,Food,1603.0,Bank_Transfer,Unknown,Gym membership,2022,7,7,3,65727.0,8521.0,20710.0,31652.666666666668,7,5681.0
T5810,U043,2022-07-09,Expense,Utilities,5681.0,Bank_Transfer,Unknown,xyz123,2022,7,9,5,1603.0,65727.0,8521.0,25283.666666666668,8,5908.0
T5728,U043,2022-09-26,Expense,Travel,5908.0,Upi,Unknown,Coffee,2022,9,26,0,5681.0,1603.0,65727.0,24337.0,9,8623.0
T1541,U043,2022-10-04,Expense,Food,8623.0,Bank_Transfer,Delhi,Restaurant dinner,2022,10,4,1,5908.0,5681.0,1603.0,4397.333333333333,10,45761.0
T6058,U043,2022-10-14,Expense,Rent,45761.0,Card,Bangalore,No Notes,2022,10,14,4,8623.0,5908.0,5681.0,6737.333333333333,11,2988.0
T8031,U043,2022-10-21,Expense,Food,2988.0,Cash,Mumbai,No Notes,2022,10,21,4,45761.0,8623.0,5908.0,20097.333333333332,12,5965.0
T10365,U043,2022-11-15,Expense,Travel,5965.0,Card,Pune,Train ticket,2022,11,15,1,2988.0,45761.0,8623.0,19124.0,13,3501.0
T7478,U043,2023-04-04,Expense,Rent,3501.0,Bank_Transfer,Delhi,misc,2023,4,4,1,5965.0,2988.0,45761.0,18238.0,14,33210.0
T2566,U043,2023-05-06,Income,Investment,33210.0,Bank_Transfer,Delhi,Petrol,2023,5,6,5,3501.0,5965.0,2988.0,4151.333333333333,15,23748.0
T6149,U043,2023-05-20,Expense,Rent,23748.0,Upi,Hyderabad,Coffee,2023,5,20,5,33210.0,3501.0,5965.0,14225.333333333334,16,63122.0
T9580,U043,2023-06-25,Income,Others,63122.0,Cash,Pune,Restaurant dinner,2023,6,25,6,23748.0,33210.0,3501.0,20153.0,17,2492.0
T8147,U043,2023-07-13,Expense,Food,2492.0,Card,Hyderabad,misc,2023,7,13,3,63122.0,23748.0,33210.0,40026.666666666664,18,9756.0
T7685,U043,2023-07-18,Expense,Food,9756.0,Card,Jaipur,Movie tickets,2023,7,18,1,2492.0,63122.0,23748.0,29787.333333333332,19,4273.0
T2241,U043,2023-10-17,Expense,Food,4273.0,Cash,Kolkata,Books,2023,10,17,1,9756.0,2492.0,63122.0,25123.333333333332,20,32170.0
T11157,U043,2024-05-03,Income,Salary,32170.0,Bank_Transfer,Delhi,!!!,2024,5,3,4,4273.0,9756.0,2492.0,5507.0,21,21687.0
T8797,U043,2024-05-26,Income,Investment,21687.0,Bank_Transfer,Bangalore,Electricity bill,2024,5,26,6,32170.0,4273.0,9756.0,15399.666666666666,22,67139.0
T13461,U043,2024-08-08,Income,Bonus,67139.0,Card,Jaipur,Doctor consultation,2024,8,8,3,21687.0,32170.0,4273.0,19376.666666666668,23,8956.0
T0829,U043,2024-09-14,Expense,Food,8956.0,Card,Kolkata,Movie tickets,2024,9,14,5,67139.0,21687.0,32170.0,40332.0,24,37264.0
T9234,U043,2024-10-02,Income,Freelance,37264.0,Cash,Unknown,No Notes,2024,10,2,2,8956.0,67139.0,21687.0,32594.0,25,5542.0
T11417,U043,2024-10-10,Expense,Health,5542.0,Card,Lucknow,Coffee,2024,10,10,3,37264.0,8956.0,67139.0,37786.333333333336,26,44120.0
T9251,U044,2021-07-16,Expense,Utilities,6241.0,Upi,Hyderabad,Medicine,2021,7,16,4,8526.0,7744.0,761.0,5677.0,3,6131.0
T2617,U044,2021-08-05,Expense,Food,6131.0,Cash,Hyderabad,asdfgh,2021,8,5,3,6241.0,8526.0,7744.0,7503.666666666667,4,17150.0
T8002,U044,2021-08-06,Expense,Rent,17150.0,Bank_Transfer,Chennai,misc,2021,8,6,4,6131.0,6241.0,8526.0,6966.0,5,2708.0
T3483,U044,2021-08-12,Expense,Food,2708.0,Card,Kolkata,Train ticket,2021,8,12,3,17150.0,6131.0,6241.0,9840.666666666666,6,4002.0
T9648,U044,2021-09-25,Expense,Food,4002.0,Unknown,Jaipur,No Notes,2021,9,25,5,2708.0,17150.0,6131.0,8663.0,7,76366.0
T5634,U044,2021-10-23,Income,Freelance,76366.0,Upi,Chennai,Coffee,2021,10,23,5,4002.0,2708.0,17150.0,7953.333333333333,8,5685.0
T12767,U044,2021-11-03,Expense,Entertainment,5685.0,Bank_Transfer,Bangalore,No Notes,2021,11,3,2,76366.0,4002.0,2708.0,27692.0,9,3871.0
T10966,U044,2021-11-30,Expense,Food,3871.0,Bank_Transfer,Hyderabad,...,2021,11,30,1,5685.0,76366.0,4002.0,28684.333333333332,10,6618.0
T5335,U044,2021-12-11,Expense,Food,6618.0,Upi,Bangalore,Lunch,2021,12,11,5,3871.0,5685.0,76366.0,28640.666666666668,11,2310.0
T0127,U044,2021-12-14,Expense,Food,2310.0,Upi,Ahmedabad,Medicine,2021,12,14,1,6618.0,3871.0,5685.0,5391.333333333333,12,5889.0
T4917,U044,2022-02-03,Expense,Travel,5889.0,Bank_Transfer,Hyderabad,No Notes,2022,2,3,3,2310.0,6618.0,3871.0,4266.333333333333,13,8064.0
T12180,U044,2022-02-15,Expense,Education,8064.0,Cash,Jaipur,No Notes,2022,2,15,1,5889.0,2310.0,6618.0,4939.0,14,2348.0
T11064,U044,2022-03-05,Expense,Rent,2348.0,Cash,Lucknow,No Notes,2022,3,5,5,8064.0,5889.0,2310.0,5421.0,15,1488.0
T12122,U044,2022-03-22,Expense,Travel,1488.0,Card,Mumbai,asdfgh,2022,3,22,1,2348.0,8064.0,5889.0,5433.666666666667,16,3210.0
T7253,U044,2022-04-23,Expense,Food,3210.0,Card,Kolkata,misc,2022,4,23,5,1488.0,2348.0,8064.0,3966.6666666666665,17,1104.0
T1384,U044,2022-07-08,Expense,Travel,1104.0,Card,Mumbai,Movie tickets,2022,7,8,4,3210.0,1488.0,2348.0,2348.6666666666665,18,55521.0
T2267,U044,2022-08-23,Income,Bonus,55521.0,Card,Unknown,Petrol,2022,8,23,1,1104.0,3210.0,1488.0,1934.0,19,6725.0
T12420,U044,2022-09-28,Expense,Utilities,6725.0,Cash,Chennai,...,2022,9,28,2,55521.0,1104.0,3210.0,19945.0,20,4054.0
T6285,U044,2022-10-03,Expense,Savings,4054.0,Card,Delhi,Petrol,2022,10,3,0,6725.0,55521.0,1104.0,21116.666666666668,21,18297.0
T9095,U044,2022-10-14,Expense,Rent,18297.0,Upi,Chennai,No Notes,2022,10,14,4,4054.0,6725.0,55521.0,22100.0,22,3671.0
T6434,U044,2022-10-25,Expense,Rent,3671.0,Card,Unknown,No Notes,2022,10,25,1,18297.0,4054.0,6725.0,9692.0,23,2190.0
T0483,U044,2023-03-09,Expense,Entertainment,2190.0,Card,Kolkata,Electricity bill,2023,3,9,3,3671.0,18297.0,4054.0,8674.0,24,6167.0
T5443,U044,2023-05-28,Expense,Food,6167.0,Cash,Hyderabad,Uber ride,2023,5,28,6,2190.0,3671.0,18297.0,8052.666666666667,25,999999.0
T10092,U044,2023-09-24,Expense,Rent,999999.0,Upi,Pune,Internet bill,2023,9,24,6,6167.0,2190.0,3671.0,4009.3333333333335,26,2272.0
T3865,U044,2023-10-13,Expense,Education,2272.0,Cash,Chennai,No Notes,2023,10,13,4,999999.0,6167.0,2190.0,336118.6666666667,27,2047.0
T11010,U044,2023-11-29,Expense,Utilities,2047.0,Card,Mumbai,Shopping,2023,11,29,2,2272.0,999999.0,6167.0,336146.0,28,134.0
T2367,U044,2024-01-23,Expense,Utilities,134.0,Cash,Chennai,Coffee,2024,1,23,1,2047.0,2272.0,999999.0,334772.6666666667,29,51168.0
T2713,U044,2024-01-24,Income,Investment,51168.0,Upi,Kolkata,asdfgh,2024,1,24,2,134.0,2047.0,2272.0,1484.3333333333333,30,3890.0
T3204,U044,2024-01-25,Expense,Food,3890.0,Bank_Transfer,Kolkata,xyz123,2024,1,25,3,51168.0,134.0,2047.0,17783.0,31,74771.0
T6128,U044,2024-05-12,Income,Salary,74771.0,Bank_Transfer,Kolkata,Internet bill,2024,5,12,6,3890.0,51168.0,134.0,18397.333333333332,32,4715.0
T1991,U044,2024-05-14,Expense,Entertainment,4715.0,Card,Hyderabad,Coffee,2024,5,14,1,74771.0,3890.0,51168.0,43276.333333333336,33,2673.0
T4188,U044,2024-05-23,Expense,Travel,2673.0,Cash,Delhi,Electricity bill,2024,5,23,3,4715.0,74771.0,3890.0,27792.0,34,1411.0
T3876,U044,2024-09-01,Expense,Others,1411.0,Cash,Pune,Coffee,2024,9,1,6,2673.0,4715.0,74771.0,27386.333333333332,35,15032.0
T4005,U044,2024-09-01,Expense,Rent,15032.0,Upi,Ahmedabad,...,2024,9,1,6,1411.0,2673.0,4715.0,2933.0,36,4494.0
T12249,U045,2021-02-20,Expense,Food,4958.0,Upi,Bangalore,...,2021,2,20,5,28005.0,4327.0,15033.0,15788.333333333334,3,5549.0
T8251,U045,2021-02-20,Expense,Others,5549.0,Unknown,Ahmedabad,Online course,2021,2,20,5,4958.0,28005.0,4327.0,12430.0,4,9447.0
T8073,U045,2021-04-03,Expense,Food,9447.0,Bank_Transfer,Pune,Petrol,2021,4,3,5,5549.0,4958.0,28005.0,12837.333333333334,5,76326.0
T8292,U045,2021-06-11,Income,Investment,76326.0,Upi,Ahmedabad,Petrol,2021,6,11,4,9447.0,5549.0,4958.0,6651.333333333333,6,4336.0
T2923,U045,2021-11-02,Expense,Food,4336.0,Bank_Transfer,Kolkata,Lunch,2021,11,2,1,76326.0,9447.0,5549.0,30440.666666666668,7,13427.0
T7915,U045,2021-12-18,Expense,Rent,13427.0,Bank_Transfer,Unknown,Grocery shopping,2021,12,18,5,4336.0,76326.0,9447.0,30036.333333333332,8,8846.0
T13295,U045,2022-06-09,Expense,Utilities,8846.0,Cash,Ahmedabad,No Notes,2022,6,9,3,13427.0,4336.0,76326.0,31363.0,9,24730.0
T11443,U045,2022-07-05,Expense,Rent,24730.0,Upi,Kolkata,Gym membership,2022,7,5,1,8846.0,13427.0,4336.0,8869.666666666666,10,6318.0
T12760,U045,2022-07-11,Expense,Rent,6318.0,Cash,Jaipur,Movie tickets,2022,7,11,0,24730.0,8846.0,13427.0,15667.666666666666,11,6096.0
T7152,U045,2022-10-15,Expense,Travel,6096.0,Upi,Kolkata,Electricity bill,2022,10,15,5,6318.0,24730.0,8846.0,13298.0,12,4374.0
T3492,U045,2022-10-27,Expense,Education,4374.0,Cash,Lucknow,Uber ride,2022,10,27,3,6096.0,6318.0,24730.0,12381.333333333334,13,2230.0
T9952,U045,2022-12-24,Expense,Utilities,2230.0,Unknown,Delhi,ATM withdrawal,2022,12,24,5,4374.0,6096.0,6318.0,5596.0,14,575.0
T11619,U045,2023-01-11,Expense,Travel,575.0,Cash,Lucknow,Restaurant dinner,2023,1,11,2,2230.0,4374.0,6096.0,4233.333333333333,15,945.0
T11549,U045,2023-01-14,Expense,Food,945.0,Cash,Jaipur,Coffee,2023,1,14,5,575.0,2230.0,4374.0,2393.0,16,7793.0
T6038,U045,2023-02-25,Expense,Utilities,7793.0,Bank_Transfer,Lucknow,Gym membership,2023,2,25,5,945.0,575.0,2230.0,1250.0,17,44056.0
T5649,U045,2023-07-13,Income,Salary,44056.0,Upi,Unknown,EMI payment,2023,7,13,3,7793.0,945.0,575.0,3104.3333333333335,18,1388.0
T3164,U045,2023-08-10,Expense,Utilities,1388.0,Card,Bangalore,Lunch,2023,8,10,3,44056.0,7793.0,945.0,17598.0,19,5568.0
T1583,U045,2023-08-22,Expense,Travel,5568.0,Bank_Transfer,Bangalore,No Notes,2023,8,22,1,1388.0,44056.0,7793.0,17745.666666666668,20,7012.0
T2927,U045,2024-01-04,Expense,Savings,7012.0,Unknown,Bangalore,Petrol,2024,1,4,3,5568.0,1388.0,44056.0,17004.0,21,1942.0
T10144,U045,2024-02-22,Expense,Food,1942.0,Card,Unknown,Restaurant dinner,2024,2,22,3,7012.0,5568.0,1388.0,4656.0,22,44601.0
T3376,U045,2024-04-05,Income,Investment,44601.0,Card,Jaipur,...,2024,4,5,4,1942.0,7012.0,5568.0,4840.666666666667,23,5967.0
T7833,U045,2024-04-16,Expense,Rent,5967.0,Bank_Transfer,Chennai,asdfgh,2024,4,16,1,44601.0,1942.0,7012.0,17851.666666666668,24,3204.0
T4191,U045,2024-05-25,Expense,Travel,3204.0,Upi,Hyderabad,misc,2024,5,25,5,5967.0,44601.0,1942.0,17503.333333333332,25,4911.0
T5820,U045,2024-05-26,Expense,Entertainment,4911.0,Card,Hyderabad,...,2024,5,26,6,3204.0,5967.0,44601.0,17924.0,26,3834.0
T6174,U045,2024-09-14,Expense,Rent,3834.0,Card,Unknown,No Notes,2024,9,14,5,4911.0,3204.0,5967.0,4694.0,27,4682.0
T10390,U045,2024-10-09,Expense,Rent,4682.0,Upi,Pune,No Notes,2024,10,9,2,3834.0,4911.0,3204.0,3983.0,28,7918.0
T11510,U045,2024-11-08,Expense,Rent,7918.0,Unknown,Pune,No Notes,2024,11,8,4,4682.0,3834.0,4911.0,4475.666666666667,29,9485.0
T0168,U045,2024-11-11,Expense,Others,9485.0,Cash,Lucknow,Gym membership,2024,11,11,0,7918.0,4682.0,3834.0,5478.0,30,4347.0
T0152,U045,2024-12-20,Expense,Rent,4347.0,Upi,Mumbai,No Notes,2024,12,20,4,9485.0,7918.0,4682.0,7361.666666666667,31,21061.0
T12103,U046,2021-03-17,Expense,Travel,6454.0,Bank_Transfer,Delhi,No Notes,2021,3,17,2,1067.0,12836.0,1641.0,5181.333333333333,3,42834.0
T9050,U046,2021-03-28,Income,Others,42834.0,Upi,Delhi,Books,2021,3,28,6,6454.0,1067.0,12836.0,6785.666666666667,4,9174.0
T7898,U046,2021-04-09,Expense,Utilities,9174.0,Bank_Transfer,Hyderabad,EMI payment,2021,4,9,4,42834.0,6454.0,1067.0,16785.0,5,65615.0
T2470,U046,2021-05-05,Income,Bonus,65615.0,Cash,Pune,Medicine,2021,5,5,2,9174.0,42834.0,6454.0,19487.333333333332,6,1121.0
T0619,U046,2021-09-27,Expense,Utilities,1121.0,Card,Hyderabad,No Notes,2021,9,27,0,65615.0,9174.0,42834.0,39207.666666666664,7,3046.0
T11540,U046,2021-12-16,Expense,Entertainment,3046.0,Bank_Transfer,Pune,...,2021,12,16,3,1121.0,65615.0,9174.0,25303.333333333332,8,39738.0
T4489,U046,2022-01-05,Expense,Rent,39738.0,Upi,Unknown,Train ticket,2022,1,5,2,3046.0,1121.0,65615.0,23260.666666666668,9,4316.0
T1345,U046,2022-01-20,Expense,Education,4316.0,Bank_Transfer,Kolkata,Uber ride,2022,1,20,3,39738.0,3046.0,1121.0,14635.0,10,2303.0
T0818,U046,2022-03-05,Expense,Food,2303.0,Upi,Pune,Shopping,2022,3,5,5,4316.0,39738.0,3046.0,15700.0,11,2245.0
T6997,U046,2022-03-16,Expense,Health,2245.0,Card,Bangalore,Electricity bill,2022,3,16,2,2303.0,4316.0,39738.0,15452.333333333334,12,999999.0
T2931,U046,2022-06-17,Expense,Rent,999999.0,Bank_Transfer,Bangalore,Train ticket,2022,6,17,4,2245.0,2303.0,4316.0,2954.6666666666665,13,766.0
T3269,U046,2022-07-19,Expense,Food,766.0,Card,Ahmedabad,Medicine,2022,7,19,1,999999.0,2245.0,2303.0,334849.0,14,68852.0
T12856,U046,2022-08-13,Income,Bonus,68852.0,Card,Mumbai,test,2022,8,13,5,766.0,999999.0,2245.0,334336.6666666667,15,4644.0
T8341,U046,2022-09-17,Expense,Utilities,4644.0,Card,Mumbai,Gym membership,2022,9,17,5,68852.0,766.0,999999.0,356539.0,16,159.0
T1480,U046,2022-10-02,Expense,Entertainment,159.0,Upi,Unknown,No Notes,2022,10,2,6,4644.0,68852.0,766.0,24754.0,17,9344.0
T7737,U046,2022-11-08,Expense,Entertainment,9344.0,Unknown,Lucknow,Online course,2022,11,8,1,159.0,4644.0,68852.0,24551.666666666668,18,70075.0
T3475,U046,2022-12-10,Income,Freelance,70075.0,Upi,Kolkata,Gym membership,2022,12,10,5,9344.0,159.0,4644.0,4715.666666666667,19,4738.0
T7079,U046,2023-02-23,Expense,Food,4738.0,Card,Chennai,Books,2023,2,23,3,70075.0,9344.0,159.0,26526.0,20,30481.0
T4615,U046,2023-05-16,Income,Others,30481.0,Unknown,Lucknow,EMI payment,2023,5,16,1,4738.0,70075.0,9344.0,28052.333333333332,21,75229.0
T6577,U046,2023-06-04,Income,Freelance,75229.0,Card,Pune,Restaurant dinner,2023,6,4,6,30481.0,4738.0,70075.0,35098.0,22,1547.0
T13043,U046,2023-07-05,Expense,Food,1547.0,Upi,Bangalore,Internet bill,2023,7,5,2,75229.0,30481.0,4738.0,36816.0,23,2993.0
T7236,U046,2023-09-18,Expense,Education,2993.0,Cash,Delhi,Fixed deposit,2023,9,18,0,1547.0,75229.0,30481.0,35752.333333333336,24,5275.0
T9981,U046,2023-09-29,Expense,Health,5275.0,Upi,Kolkata,Monthly rent payment,2023,9,29,4,2993.0,1547.0,75229.0,26589.666666666668,25,8775.0
T8661,U046,2023-10-30,Expense,Travel,8775.0,Upi,Pune,Coffee,2023,10,30,0,5275.0,2993.0,1547.0,3271.6666666666665,26,9721.0
T3752,U046,2024-01-09,Expense,Food,9721.0,Card,Chennai,Shopping,2024,1,9,1,8775.0,5275.0,2993.0,5681.0,27,3524.0
T4025,U046,2024-03-28,Expense,Rent,3524.0,Bank_Transfer,Pune,No Notes,2024,3,28,3,9721.0,8775.0,5275.0,7923.666666666667,28,4041.0
T11449,U046,2024-04-17,Expense,Food,4041.0,Cash,Hyderabad,Monthly rent payment,2024,4,17,2,3524.0,9721.0,8775.0,7340.0,29,7164.0
T5979,U046,2024-04-19,Expense,Education,7164.0,Card,Bangalore,Restaurant dinner,2024,4,19,4,4041.0,3524.0,9721.0,5762.0,30,2517.0
T6855,U046,2024-05-11,Expense,Travel,2517.0,Bank_Transfer,Hyderabad,Petrol,2024,5,11,5,7164.0,4041.0,3524.0,4909.666666666667,31,5964.0
T6238,U046,2024-05-15,Expense,Rent,5964.0,Cash,Lucknow,Internet bill,2024,5,15,2,2517.0,7164.0,4041.0,4574.0,32,1376.0
T3998,U046,2024-08-28,Expense,Food,1376.0,Upi,Jaipur,Fixed deposit,2024,8,28,2,5964.0,2517.0,7164.0,5215.0,33,6076.0
T9262,U046,2024-10-22,Expense,Health,6076.0,Unknown,Ahmedabad,xyz123,2024,10,22,1,1376.0,5964.0,2517.0,3285.6666666666665,34,4898.0
T4456,U047,2021-03-13,Expense,Food,440.0,Upi,Ahmedabad,!!!,2021,3,13,5,42752.0,65888.0,32323.0,46987.666666666664,3,55013.0
T6124,U047,2021-03-16,Income,Freelance,55013.0,Card,Pune,No Notes,2021,3,16,1,440.0,42752.0,65888.0,36360.0,4,9612.0
T5826,U047,2021-03-23,Expense,Travel,9612.0,Bank_Transfer,Chennai,Lunch,2021,3,23,1,55013.0,440.0,42752.0,32735.0,5,6689.0
T10799,U047,2021-04-07,Expense,Utilities,6689.0,Cash,Unknown,Petrol,2021,4,7,2,9612.0,55013.0,440.0,21688.333333333332,6,7786.0
T1017,U047,2021-04-13,Expense,Rent,7786.0,Cash,Lucknow,Uber ride,2021,4,13,1,6689.0,9612.0,55013.0,23771.333333333332,7,9070.0
T1573,U047,2021-04-21,Expense,Education,9070.0,Card,Mumbai,Online course,2021,4,21,2,7786.0,6689.0,9612.0,8029.0,8,112085.0
T1492,U047,2021-05-15,Income,Bonus,112085.0,Card,Chennai,No Notes,2021,5,15,5,9070.0,7786.0,6689.0,7848.333333333333,9,340.0
T13309,U047,2021-06-20,Expense,Food,340.0,Bank_Transfer,Pune,Monthly rent payment,2021,6,20,6,112085.0,9070.0,7786.0,42980.333333333336,10,5880.0
T1864,U047,2021-07-12,Expense,Rent,5880.0,Card,Chennai,Online course,2021,7,12,0,340.0,112085.0,9070.0,40498.333333333336,11,74243.0
T13685,U047,2021-08-03,Income,Investment,74243.0,Cash,Jaipur,Shopping,2021,8,3,1,5880.0,340.0,112085.0,39435.0,12,3479.0
T1823,U047,2021-10-01,Expense,Utilities,3479.0,Card,Hyderabad,Monthly rent payment,2021,10,1,4,74243.0,5880.0,340.0,26821.0,13,48642.0
T12839,U047,2021-10-29,Income,Bonus,48642.0,Card,Hyderabad,!!!,2021,10,29,4,3479.0,74243.0,5880.0,27867.333333333332,14,36887.0
T8240,U047,2022-01-02,Income,Salary,36887.0,Cash,Delhi,Doctor consultation,2022,1,2,6,48642.0,3479.0,74243.0,42121.333333333336,15,4747.0
T7412,U047,2022-01-03,Expense,Health,4747.0,Cash,Unknown,Train ticket,2022,1,3,0,36887.0,48642.0,3479.0,29669.333333333332,16,1831.0
T0622,U047,2022-01-16,Expense,Food,1831.0,Card,Chennai,Fixed deposit,2022,1,16,6,4747.0,36887.0,48642.0,30092.0,17,3200.0
