amount,lag_1,lag_2,lag_3,rolling_mean_3,year,month,day,weekday,user_transaction_count
3125.0,2753.0,9939.0,3053.0,5248.333333333333,2023,4,18,1,26
6900.0,3125.0,2753.0,9939.0,5272.333333333333,2023,5,22,0,27
8757.0,6900.0,3125.0,2753.0,4259.333333333333,2023,6,6,1,28
1640.0,8757.0,6900.0,3125.0,6260.666666666667,2023,6,25,6,29
2004.0,1640.0,8757.0,6900.0,5765.666666666667,2023,7,2,6,30
7123.0,2004.0,1640.0,8757.0,4133.666666666667,2023,11,18,5,31
16289.0,7123.0,2004.0,1640.0,3589.0,2023,12,30,5,32
75823.0,16289.0,7123.0,2004.0,8472.0,2024,2,10,5,33
17616.0,75823.0,16289.0,7123.0,33078.333333333336,2024,4,8,0,34
840.0,17616.0,75823.0,16289.0,36576.0,2024,4,20,5,35
41993.0,840.0,17616.0,75823.0,31426.333333333332,2024,5,28,1,36
5540.0,41993.0,840.0,17616.0,20149.666666666668,2024,6,14,4,37
13374.0,5540.0,41993.0,840.0,16124.333333333334,2024,7,5,4,38
48926.0,2817.0,25390.0,201.0,9469.333333333334,2021,4,20,1,3
35215.0,48926.0,2817.0,25390.0,25711.0,2021,5,14,4,4
2217.0,35215.0,48926.0,2817.0,28986.0,2021,6,10,3,5
8504.0,2217.0,35215.0,48926.0,28786.0,2021,8,6,4,6
1691.0,8504.0,2217.0,35215.0,15312.0,2021,9,7,1,7
7245.0,1691.0,8504.0,2217.0,4137.333333333333,2021,9,22,2,8
9902.0,7245.0,1691.0,8504.0,5813.333333333333,2021,10,12,1,9
1618.0,9902.0,7245.0,1691.0,6279.333333333333,2021,11,7,6,10
7863.0,1618.0,9902.0,7245.0,6255.0,2021,11,11,3,11
7839.0,7863.0,1618.0,9902.0,6461.0,2022,1,22,5,12
753.0,7839.0,7863.0,1618.0,5773.333333333333,2022,5,4,2,13
79300.0,753.0,7839.0,7863.0,5485.0,2022,8,18,3,14
5642.0,79300.0,753.0,7839.0,29297.333333333332,2022,11,13,6,15
1150.0,5642.0,79300.0,753.0,28565.0,2022,11,21,0,16
3661.0,1150.0,5642.0,79300.0,28697.333333333332,2022,12,27,1,17
60268.0,3661.0,1150.0,5642.0,3484.3333333333335,2022,12,31,5,18
3065.0,60268.0,3661.0,1150.0,21693.0,2023,2,23,3,19
1831.0,3065.0,60268.0,3661.0,22331.333333333332,2023,6,4,6,20
39845.0,1831.0,3065.0,60268.0,21721.333333333332,2023,6,28,2,21
1257.0,39845.0,1831.0,3065.0,14913.666666666666,2023,9,23,5,22
3383.0,1257.0,39845.0,1831.0,14311.0,2023,9,23,5,23
9385.0,3383.0,1257.0,39845.0,14828.333333333334,2023,10,10,1,24
9869.0,9385.0,3383.0,1257.0,4675.0,2023,11,20,0,25
6777.0,9869.0,9385.0,3383.0,7545.666666666667,2023,12,1,4,26
16900.0,6777.0,9869.0,9385.0,8677.0,2024,1,12,4,27
3552.0,16900.0,6777.0,9869.0,11182.0,2024,3,14,3,28
838.0,3552.0,16900.0,6777.0,9076.333333333334,2024,5,9,3,29
67143.0,838.0,3552.0,16900.0,7096.666666666667,2024,6,22,5,30
9427.0,67143.0,838.0,3552.0,23844.333333333332,2024,7,2,1,31
7448.0,9427.0,67143.0,838.0,25802.666666666668,2024,7,25,3,32
8167.0,7448.0,9427.0,67143.0,28006.0,2024,8,30,4,33
8041.0,8167.0,7448.0,9427.0,8347.333333333334,2024,9,21,5,34
4973.0,8041.0,8167.0,7448.0,7885.333333333333,2024,10,16,2,35
6879.0,4973.0,8041.0,8167.0,7060.333333333333,2024,10,30,2,36
61699.0,6879.0,4973.0,8041.0,6631.0,2024,11,10,6,37
9148.0,61699.0,6879.0,4973.0,24517.0,2024,11,12,1,38
7126.0,9148.0,61699.0,6879.0,25908.666666666668,2024,11,23,5,39
36727.0,5048.0,37108.0,8085.0,16747.0,2021,7,31,5,3
9659.0,36727.0,5048.0,37108.0,26294.333333333332,2021,8,4,2,4
8345.0,9659.0,36727.0,5048.0,17144.666666666668,2021,8,22,6,5
4446.0,8345.0,9659.0,36727.0,18243.666666666668,2021,9,10,4,6
997.0,4446.0,8345.0,9659.0,7483.333333333333,2021,9,18,5,7
4303.0,997.0,4446.0,8345.0,4596.0,2021,10,16,5,8
2593.0,4303.0,997.0,4446.0,3248.6666666666665,2021,12,1,2,9
6671.0,2593.0,4303.0,997.0,2631.0,2022,3,24,3,10
5707.0,6671.0,2593.0,4303.0,4522.333333333333,2022,4,27,2,11
8883.0,5707.0,6671.0,2593.0,4990.333333333333,2022,5,5,3,12
3437.0,8883.0,5707.0,6671.0,7087.0,2022,7,26,1,13
16079.0,3437.0,8883.0,5707.0,6009.0,2022,9,3,5,14
32595.0,16079.0,3437.0,8883.0,9466.333333333334,2022,12,2,4,15
71355.0,32595.0,16079.0,3437.0,17370.333333333332,2022,12,11,6,16
3445.0,71355.0,32595.0,16079.0,40009.666666666664,2023,3,1,2,17
741.0,3445.0,71355.0,32595.0,35798.333333333336,2023,5,12,4,18
3272.0,741.0,3445.0,71355.0,25180.333333333332,2023,6,26,0,19
8172.0,3272.0,741.0,3445.0,2486.0,2023,9,13,2,20
3064.0,8172.0,3272.0,741.0,4061.6666666666665,2023,9,22,4,21
4156.0,3064.0,8172.0,3272.0,4836.0,2024,2,17,5,22
3208.0,4156.0,3064.0,8172.0,5130.666666666667,2024,4,10,2,23
7397.0,3208.0,4156.0,3064.0,3476.0,2024,4,17,2,24
8053.0,7397.0,3208.0,4156.0,4920.333333333333,2024,5,13,0,25
79575.0,8053.0,7397.0,3208.0,6219.333333333333,2024,7,21,6,26
3890.0,6798.0,2505.0,2545.0,3949.3333333333335,2021,4,1,3,3
7501.0,3890.0,6798.0,2505.0,4397.666666666667,2021,4,18,6,4
77408.0,7501.0,3890.0,6798.0,6063.0,2021,7,3,5,5
14746.0,77408.0,7501.0,3890.0,29599.666666666668,2021,7,9,4,6
9560.0,14746.0,77408.0,7501.0,33218.333333333336,2021,9,29,2,7
3305.0,9560.0,14746.0,77408.0,33904.666666666664,2021,10,8,4,8
1891.0,3305.0,9560.0,14746.0,9203.666666666666,2021,10,12,1,9
9866.0,1891.0,3305.0,9560.0,4918.666666666667,2021,11,4,3,10
6171.0,9866.0,1891.0,3305.0,5020.666666666667,2021,12,19,6,11
4958.0,6171.0,9866.0,1891.0,5976.0,2022,1,13,3,12
7746.0,4958.0,6171.0,9866.0,6998.333333333333,2022,1,31,0,13
61140.0,7746.0,4958.0,6171.0,6291.666666666667,2022,7,19,1,14
1112.0,61140.0,7746.0,4958.0,24614.666666666668,2022,8,2,1,15
3579.0,1112.0,61140.0,7746.0,23332.666666666668,2022,9,5,0,16
9307.0,3579.0,1112.0,61140.0,21943.666666666668,2022,9,11,6,17
17003.0,9307.0,3579.0,1112.0,4666.0,2022,10,13,3,18
1666.0,17003.0,9307.0,3579.0,9963.0,2022,11,12,5,19
8440.0,1666.0,17003.0,9307.0,9325.333333333334,2022,12,9,4,20
2891.0,8440.0,1666.0,17003.0,9036.333333333334,2022,12,16,4,21
8578.0,2891.0,8440.0,1666.0,4332.333333333333,2023,9,6,2,22
6946.0,8578.0,2891.0,8440.0,6636.333333333333,2023,9,27,2,23
3120.0,6946.0,8578.0,2891.0,6138.333333333333,2023,10,3,1,24
3543.0,3120.0,6946.0,8578.0,6214.666666666667,2023,11,16,3,25
6317.0,3543.0,3120.0,6946.0,4536.333333333333,2023,12,7,3,26
957.0,6317.0,3543.0,3120.0,4326.666666666667,2024,3,18,0,27
2134.0,957.0,6317.0,3543.0,3605.6666666666665,2024,7,25,3,28
6607.0,2134.0,957.0,6317.0,3136.0,2024,8,20,1,29
6956.0,6607.0,2134.0,957.0,3232.6666666666665,2024,9,7,5,30
3000.0,6956.0,6607.0,2134.0,5232.333333333333,2024,9,25,2,31
4139.0,3000.0,6956.0,6607.0,5521.0,2024,10,10,3,32
7614.0,4139.0,3000.0,6956.0,4698.333333333333,2024,11,4,0,33
5161.0,7614.0,4139.0,3000.0,4917.666666666667,2024,11,12,1,34
6714.0,8440.0,60979.0,54312.0,41243.666666666664,2021,6,27,6,3
3085.0,6714.0,8440.0,60979.0,25377.666666666668,2021,8,2,0,4
738.0,3085.0,6714.0,8440.0,6079.666666666667,2021,8,15,6,5
30053.0,738.0,3085.0,6714.0,3512.3333333333335,2021,9,25,5,6
7754.0,30053.0,738.0,3085.0,11292.0,2021,12,16,3,7
7687.0,7754.0,30053.0,738.0,12848.333333333334,2022,1,27,3,8
3999.0,7687.0,7754.0,30053.0,15164.666666666666,2022,8,10,2,9
2136.0,3999.0,7687.0,7754.0,6480.0,2022,8,23,1,10
31695.0,2136.0,3999.0,7687.0,4607.333333333333,2022,9,11,6,11
11603.0,31695.0,2136.0,3999.0,12610.0,2023,1,7,5,12
2315.0,11603.0,31695.0,2136.0,15144.666666666666,2023,2,4,5,13
9053.0,2315.0,11603.0,31695.0,15204.333333333334,2023,2,4,5,14
2296.0,9053.0,2315.0,11603.0,7657.0,2023,5,15,0,15
36713.0,2296.0,9053.0,2315.0,4554.666666666667,2023,8,6,6,16
913.0,36713.0,2296.0,9053.0,16020.666666666666,2023,9,24,6,17
8801.0,913.0,36713.0,2296.0,13307.333333333334,2023,11,16,3,18
2072.0,8801.0,913.0,36713.0,15475.666666666666,2023,11,29,2,19
53078.0,2072.0,8801.0,913.0,3928.6666666666665,2023,12,5,1,20
4193.0,53078.0,2072.0,8801.0,21317.0,2024,2,8,3,21
8778.0,4193.0,53078.0,2072.0,19781.0,2024,2,11,6,22
46868.0,8778.0,4193.0,53078.0,22016.333333333332,2024,2,17,5,23
8461.0,46868.0,8778.0,4193.0,19946.333333333332,2024,2,24,5,24
7403.0,8461.0,46868.0,8778.0,21369.0,2024,5,17,4,25
2880.0,7403.0,8461.0,46868.0,20910.666666666668,2024,5,20,0,26
2458.0,2880.0,7403.0,8461.0,6248.0,2024,9,7,5,27
3551.0,2458.0,2880.0,7403.0,4247.0,2024,9,21,5,28
1124.0,3551.0,2458.0,2880.0,2963.0,2024,10,5,5,29
6340.0,1124.0,3551.0,2458.0,2377.6666666666665,2024,11,5,1,30
1699.0,6340.0,1124.0,3551.0,3671.6666666666665,2024,11,21,3,31
3815.0,1432.0,40425.0,7583.0,16480.0,2021,7,1,3,3
4334.0,3815.0,1432.0,40425.0,15224.0,2021,7,4,6,4
6224.0,4334.0,3815.0,1432.0,3193.6666666666665,2021,10,10,6,5
5708.0,6224.0,4334.0,3815.0,4791.0,2021,11,23,1,6
1947.0,5708.0,6224.0,4334.0,5422.0,2021,12,11,5,7
8199.0,1947.0,5708.0,6224.0,4626.333333333333,2022,2,28,0,8
46872.0,8199.0,1947.0,5708.0,5284.666666666667,2022,4,9,5,9
4719.0,46872.0,8199.0,1947.0,19006.0,2022,10,13,3,10
7155.0,4719.0,46872.0,8199.0,19930.0,2023,3,22,2,11
1392.0,7155.0,4719.0,46872.0,19582.0,2023,4,10,0,12
775.0,1392.0,7155.0,4719.0,4422.0,2023,4,13,3,13
4677.0,775.0,1392.0,7155.0,3107.3333333333335,2023,4,19,2,14
9533.0,4677.0,775.0,1392.0,2281.3333333333335,2023,6,16,4,15
3162.0,9533.0,4677.0,775.0,4995.0,2023,7,2,6,16
10839.0,3162.0,9533.0,4677.0,5790.666666666667,2023,8,12,5,17
5149.0,10839.0,3162.0,9533.0,7844.666666666667,2023,10,28,5,18
18073.0,5149.0,10839.0,3162.0,6383.333333333333,2023,11,16,3,19
3965.0,18073.0,5149.0,10839.0,11353.666666666666,2023,12,2,5,20
59543.0,3965.0,18073.0,5149.0,9062.333333333334,2024,1,22,0,21
1737.0,59543.0,3965.0,18073.0,27193.666666666668,2024,6,9,6,22
911154.0,1737.0,59543.0,3965.0,21748.333333333332,2024,7,31,2,23
1714.0,911154.0,1737.0,59543.0,324144.6666666667,2024,8,26,0,24
3853.0,1714.0,911154.0,1737.0,304868.3333333333,2024,11,18,0,25
7649.0,5984.0,749.0,6130.0,4287.666666666667,2021,4,1,3,3
8458.0,7649.0,5984.0,749.0,4794.0,2021,4,4,6,4
5987.0,8458.0,7649.0,5984.0,7363.666666666667,2021,4,23,4,5
9735.0,5987.0,8458.0,7649.0,7364.666666666667,2021,4,25,6,6
2237.0,9735.0,5987.0,8458.0,8060.0,2021,7,2,4,7
3065.0,2237.0,9735.0,5987.0,5986.333333333333,2021,7,17,5,8
29722.0,3065.0,2237.0,9735.0,5012.333333333333,2021,7,27,1,9
6421.0,29722.0,3065.0,2237.0,11674.666666666666,2021,8,23,0,10
8371.0,6421.0,29722.0,3065.0,13069.333333333334,2021,11,25,3,11
2087.0,8371.0,6421.0,29722.0,14838.0,2021,12,13,0,12
9335.0,2087.0,8371.0,6421.0,5626.333333333333,2022,1,6,3,13
4009.0,9335.0,2087.0,8371.0,6597.666666666667,2022,1,19,2,14
9384.0,4009.0,9335.0,2087.0,5143.666666666667,2022,2,13,6,15
729.0,9384.0,4009.0,9335.0,7576.0,2022,3,19,5,16
9963.0,729.0,9384.0,4009.0,4707.333333333333,2022,4,17,6,17
2051.0,9963.0,729.0,9384.0,6692.0,2022,5,20,4,18
57854.0,2051.0,9963.0,729.0,4247.666666666667,2022,6,10,4,19
40888.0,57854.0,2051.0,9963.0,23289.333333333332,2022,6,15,2,20
6278.0,40888.0,57854.0,2051.0,33597.666666666664,2022,8,25,3,21
1418.0,6278.0,40888.0,57854.0,35006.666666666664,2022,9,10,5,22
65464.0,1418.0,6278.0,40888.0,16194.666666666666,2022,11,19,5,23
4181.0,65464.0,1418.0,6278.0,24386.666666666668,2022,12,14,2,24
4816.0,4181.0,65464.0,1418.0,23687.666666666668,2023,2,21,1,25
5453.0,4816.0,4181.0,65464.0,24820.333333333332,2023,3,30,3,26
30386.0,5453.0,4816.0,4181.0,4816.666666666667,2023,4,4,1,27
47870.0,30386.0,5453.0,4816.0,13551.666666666666,2023,4,30,6,28
5961.0,47870.0,30386.0,5453.0,27903.0,2023,5,13,5,29
8122.0,5961.0,47870.0,30386.0,28072.333333333332,2023,5,17,2,30
30782.0,8122.0,5961.0,47870.0,20651.0,2023,6,6,1,31
5408.0,30782.0,8122.0,5961.0,14955.0,2023,7,25,1,32
68521.0,5408.0,30782.0,8122.0,14770.666666666666,2023,8,13,6,33
9606.0,68521.0,5408.0,30782.0,34903.666666666664,2023,8,15,1,34
17113.0,9606.0,68521.0,5408.0,27845.0,2023,8,27,6,35
2911.0,17113.0,9606.0,68521.0,31746.666666666668,2023,9,19,1,36
1540.0,2911.0,17113.0,9606.0,9876.666666666666,2023,9,21,3,37
3255.0,1540.0,2911.0,17113.0,7188.0,2023,10,26,3,38
1872.0,3255.0,1540.0,2911.0,2568.6666666666665,2023,11,6,0,39
8112.0,1872.0,3255.0,1540.0,2222.3333333333335,2023,11,12,6,40
5640.0,8112.0,1872.0,3255.0,4413.0,2023,12,7,3,41
37451.0,5640.0,8112.0,1872.0,5208.0,2023,12,13,2,42
22505.0,37451.0,5640.0,8112.0,17067.666666666668,2024,1,4,3,43
4892.0,22505.0,37451.0,5640.0,21865.333333333332,2024,1,18,3,44
1318.0,4892.0,22505.0,37451.0,21616.0,2024,2,5,0,45
2581.0,1318.0,4892.0,22505.0,9571.666666666666,2024,2,7,2,46
6377.0,2581.0,1318.0,4892.0,2930.3333333333335,2024,4,11,3,47
6862.0,6377.0,2581.0,1318.0,3425.3333333333335,2024,4,20,5,48
5087.0,6862.0,6377.0,2581.0,5273.333333333333,2024,5,15,2,49
48594.0,5087.0,6862.0,6377.0,6108.666666666667,2024,5,26,6,50
9742.0,48594.0,5087.0,6862.0,20181.0,2024,6,24,0,51
4876.0,9742.0,48594.0,5087.0,21141.0,2024,7,6,5,52
4088.0,4876.0,9742.0,48594.0,21070.666666666668,2024,7,27,5,53
8210.0,4088.0,4876.0,9742.0,6235.333333333333,2024,9,1,6,54
7191.0,8210.0,4088.0,4876.0,5724.666666666667,2024,9,2,0,55
2214.0,7191.0,8210.0,4088.0,6496.333333333333,2024,9,14,5,56
1416.0,2214.0,7191.0,8210.0,5871.666666666667,2024,9,29,6,57
2479.0,61674.0,3610.0,41576.0,35620.0,2021,10,18,0,3
15446.0,2479.0,61674.0,3610.0,22587.666666666668,2021,10,29,4,4
4068.0,15446.0,2479.0,61674.0,26533.0,2021,11,10,2,5
736.0,4068.0,15446.0,2479.0,7331.0,2022,4,7,3,6
9691.0,736.0,4068.0,15446.0,6750.0,2022,5,16,0,7
8111.0,9691.0,736.0,4068.0,4831.666666666667,2022,5,18,2,8
5983.0,8111.0,9691.0,736.0,6179.333333333333,2022,7,16,5,9
474.0,5983.0,8111.0,9691.0,7928.333333333333,2022,7,25,0,10
4543.0,474.0,5983.0,8111.0,4856.0,2022,8,20,5,11
4123.0,4543.0,474.0,5983.0,3666.6666666666665,2022,9,15,3,12
19462.0,4123.0,4543.0,474.0,3046.6666666666665,2022,9,21,2,13
42864.0,19462.0,4123.0,4543.0,9376.0,2022,12,1,3,14
9093.0,42864.0,19462.0,4123.0,22149.666666666668,2022,12,21,2,15
70235.0,9093.0,42864.0,19462.0,23806.333333333332,2023,2,8,2,16
61598.0,70235.0,9093.0,42864.0,40730.666666666664,2023,3,10,4,17
4841.0,61598.0,70235.0,9093.0,46975.333333333336,2023,3,25,5,18
10392.0,4841.0,61598.0,70235.0,45558.0,2023,3,25,5,19
28481.0,10392.0,4841.0,61598.0,25610.333333333332,2023,7,31,0,20
4160.0,28481.0,10392.0,4841.0,14571.333333333334,2023,8,4,4,21
14034.0,4160.0,28481.0,10392.0,14344.333333333334,2023,9,5,1,22
2558.0,14034.0,4160.0,28481.0,15558.333333333334,2023,9,22,4,23
8104.0,2558.0,14034.0,4160.0,6917.333333333333,2023,9,29,4,24
41059.0,8104.0,2558.0,14034.0,8232.0,2023,10,8,6,25
1896.0,41059.0,8104.0,2558.0,17240.333333333332,2023,11,17,4,26
998.0,1896.0,41059.0,8104.0,17019.666666666668,2023,11,27,0,27
34321.0,998.0,1896.0,41059.0,14651.0,2023,12,4,0,28
3820.0,34321.0,998.0,1896.0,12405.0,2023,12,13,2,29
5993.0,3820.0,34321.0,998.0,13046.333333333334,2023,12,18,0,30
6805.0,5993.0,3820.0,34321.0,14711.333333333334,2023,12,28,3,31
2732.0,6805.0,5993.0,3820.0,5539.333333333333,2024,3,12,1,32
5405.0,2732.0,6805.0,5993.0,5176.666666666667,2024,4,23,1,33
5004.0,5405.0,2732.0,6805.0,4980.666666666667,2024,5,3,4,34
41869.0,5004.0,5405.0,2732.0,4380.333333333333,2024,5,27,0,35
6648.0,41869.0,5004.0,5405.0,17426.0,2024,6,2,6,36
3840.0,6648.0,41869.0,5004.0,17840.333333333332,2024,6,8,5,37
2608.0,3840.0,6648.0,41869.0,17452.333333333332,2024,7,11,3,38
2705.0,2608.0,3840.0,6648.0,4365.333333333333,2024,8,23,4,39
6102.0,2705.0,2608.0,3840.0,3051.0,2024,10,24,3,40
5289.0,6102.0,2705.0,2608.0,3805.0,2024,12,8,6,41
1456.0,2693.0,26623.0,9276.0,12864.0,2021,4,4,6,3
2866.0,1456.0,2693.0,26623.0,10257.333333333334,2021,4,26,0,4
6065.0,2866.0,1456.0,2693.0,2338.3333333333335,2021,7,10,5,5
9869.0,6065.0,2866.0,1456.0,3462.3333333333335,2021,8,2,0,6
8667.0,9869.0,6065.0,2866.0,6266.666666666667,2021,8,26,3,7
575.0,8667.0,9869.0,6065.0,8200.333333333334,2021,8,28,5,8
1906.0,575.0,8667.0,9869.0,6370.333333333333,2021,9,12,6,9
8478.0,1906.0,575.0,8667.0,3716.0,2021,10,22,4,10
2766.0,8478.0,1906.0,575.0,3653.0,2021,11,5,4,11
5866.0,2766.0,8478.0,1906.0,4383.333333333333,2021,11,14,6,12
4525.0,5866.0,2766.0,8478.0,5703.333333333333,2021,11,30,1,13
2027.0,4525.0,5866.0,2766.0,4385.666666666667,2022,5,16,0,14
30722.0,2027.0,4525.0,5866.0,4139.333333333333,2022,5,31,1,15
6610.0,30722.0,2027.0,4525.0,12424.666666666666,2022,6,13,0,16
3203.0,6610.0,30722.0,2027.0,13119.666666666666,2022,7,18,0,17
261.0,3203.0,6610.0,30722.0,13511.666666666666,2022,8,14,6,18
9541.0,261.0,3203.0,6610.0,3358.0,2022,10,6,3,19
8629.0,9541.0,261.0,3203.0,4335.0,2022,11,19,5,20
1382.0,8629.0,9541.0,261.0,6143.666666666667,2023,4,15,5,21
1028.0,1382.0,8629.0,9541.0,6517.333333333333,2023,6,28,2,22
2545.0,1028.0,1382.0,8629.0,3679.6666666666665,2023,9,13,2,23
13959.0,2545.0,1028.0,1382.0,1651.6666666666667,2023,11,22,2,24
3080.0,13959.0,2545.0,1028.0,5844.0,2023,11,23,3,25
2984.0,3080.0,13959.0,2545.0,6528.0,2024,1,12,4,26
8016.0,2984.0,3080.0,13959.0,6674.333333333333,2024,2,19,0,27
7187.0,8016.0,2984.0,3080.0,4693.333333333333,2024,3,1,4,28
8135.0,7187.0,8016.0,2984.0,6062.333333333333,2024,3,6,2,29
22040.0,8135.0,7187.0,8016.0,7779.333333333333,2024,3,24,6,30
883.0,22040.0,8135.0,7187.0,12454.0,2024,5,13,0,31
3872.0,883.0,22040.0,8135.0,10352.666666666666,2024,5,17,4,32
2825.0,3872.0,883.0,22040.0,8931.666666666666,2024,8,30,4,33
787.0,2825.0,3872.0,883.0,2526.6666666666665,2024,9,5,3,34
9238.0,787.0,2825.0,3872.0,2494.6666666666665,2024,9,11,2,35
5026.0,9238.0,787.0,2825.0,4283.333333333333,2024,9,20,4,36
3710.0,5026.0,9238.0,787.0,5017.0,2024,10,12,5,37
6835.0,3710.0,5026.0,9238.0,5991.333333333333,2024,11,20,2,38
42615.0,6835.0,3710.0,5026.0,5190.333333333333,2024,12,10,1,39
3301.0,42615.0,6835.0,3710.0,17720.0,2024,12,14,5,40
4606.0,6136.0,6677.0,2265.0,5026.0,2021,8,4,2,3
3973.0,4606.0,6136.0,6677.0,5806.333333333333,2021,8,4,2,4
476.0,3973.0,4606.0,6136.0,4905.0,2021,8,7,5,5
8586.0,476.0,3973.0,4606.0,3018.3333333333335,2021,9,17,4,6
4272.0,8586.0,476.0,3973.0,4345.0,2021,10,24,6,7
14035.0,4272.0,8586.0,476.0,4444.666666666667,2021,12,24,4,8
9948.0,14035.0,4272.0,8586.0,8964.333333333334,2022,1,8,5,9
3212.0,9948.0,14035.0,4272.0,9418.333333333334,2022,2,10,3,10
19467.0,3212.0,9948.0,14035.0,9065.0,2022,2,13,6,11
8291.0,19467.0,3212.0,9948.0,10875.666666666666,2022,4,22,4,12
2470.0,8291.0,19467.0,3212.0,10323.333333333334,2022,5,11,2,13
7969.0,2470.0,8291.0,19467.0,10076.0,2022,5,24,1,14
7776.0,7969.0,2470.0,8291.0,6243.333333333333,2022,9,6,1,15
639.0,7776.0,7969.0,2470.0,6071.666666666667,2022,9,11,6,16
5341.0,639.0,7776.0,7969.0,5461.333333333333,2022,9,21,2,17
26112.0,5341.0,639.0,7776.0,4585.333333333333,2022,12,15,3,18
8176.0,26112.0,5341.0,639.0,10697.333333333334,2023,2,16,3,19
7202.0,8176.0,26112.0,5341.0,13209.666666666666,2023,6,14,2,20
2306.0,7202.0,8176.0,26112.0,13830.0,2023,7,3,0,21
7662.0,2306.0,7202.0,8176.0,5894.666666666667,2023,11,11,5,22
2476.0,7662.0,2306.0,7202.0,5723.333333333333,2023,12,11,0,23
44800.0,2476.0,7662.0,2306.0,4148.0,2024,3,9,5,24
7852.0,44800.0,2476.0,7662.0,18312.666666666668,2024,3,20,2,25
4026.0,7852.0,44800.0,2476.0,18376.0,2024,3,24,6,26
4081.0,4026.0,7852.0,44800.0,18892.666666666668,2024,4,1,0,27
4755.0,4081.0,4026.0,7852.0,5319.666666666667,2024,8,22,3,28
1612.0,4755.0,4081.0,4026.0,4287.333333333333,2024,8,28,2,29
9925.0,1612.0,4755.0,4081.0,3482.6666666666665,2024,9,8,6,30
5107.0,9925.0,1612.0,4755.0,5430.666666666667,2024,10,6,6,31
222.0,5107.0,9925.0,1612.0,5548.0,2024,11,8,4,32
6216.0,222.0,5107.0,9925.0,5084.666666666667,2024,12,11,2,33
61212.0,8501.0,3243.0,2323.0,4689.0,2021,7,19,0,3
7287.0,61212.0,8501.0,3243.0,24318.666666666668,2021,8,8,6,4
2076.0,7287.0,61212.0,8501.0,25666.666666666668,2021,8,11,2,5
5814.0,2076.0,7287.0,61212.0,23525.0,2021,8,17,1,6
3480.0,5814.0,2076.0,7287.0,5059.0,2021,8,21,5,7
3819.0,3480.0,5814.0,2076.0,3790.0,2021,9,29,2,8
7284.0,3819.0,3480.0,5814.0,4371.0,2021,10,9,5,9
8489.0,7284.0,3819.0,3480.0,4861.0,2021,11,7,6,10
12487.0,8489.0,7284.0,3819.0,6530.666666666667,2022,1,7,4,11
4530.0,12487.0,8489.0,7284.0,9420.0,2022,3,31,3,12
8595.0,4530.0,12487.0,8489.0,8502.0,2022,4,12,1,13
6078.0,8595.0,4530.0,12487.0,8537.333333333334,2022,4,16,5,14
273.0,6078.0,8595.0,4530.0,6401.0,2022,5,7,5,15
8220.0,273.0,6078.0,8595.0,4982.0,2022,5,10,1,16
32851.0,8220.0,273.0,6078.0,4857.0,2022,5,19,3,17
8851.0,32851.0,8220.0,273.0,13781.333333333334,2022,6,25,5,18
1293.0,8851.0,32851.0,8220.0,16640.666666666668,2022,11,7,0,19
63317.0,1293.0,8851.0,32851.0,14331.666666666666,2023,6,8,3,20
8474.0,63317.0,1293.0,8851.0,24487.0,2023,9,15,4,21
278.0,8474.0,63317.0,1293.0,24361.333333333332,2023,10,8,6,22
9476.0,278.0,8474.0,63317.0,24023.0,2023,10,9,0,23
5779.0,9476.0,278.0,8474.0,6076.0,2023,10,23,0,24
36626.0,5779.0,9476.0,278.0,5177.666666666667,2023,10,29,6,25
22841.0,36626.0,5779.0,9476.0,17293.666666666668,2023,11,25,5,26
4835.0,22841.0,36626.0,5779.0,21748.666666666668,2024,6,8,5,27
33565.0,4835.0,22841.0,36626.0,21434.0,2024,6,10,0,28
68838.0,33565.0,4835.0,22841.0,20413.666666666668,2024,9,4,2,29
8197.0,3328.0,5090.0,2681.0,3699.6666666666665,2021,5,1,5,3
121.0,8197.0,3328.0,5090.0,5538.333333333333,2021,5,16,6,4
4357.0,121.0,8197.0,3328.0,3882.0,2021,6,9,2,5
7174.0,4357.0,121.0,8197.0,4225.0,2021,7,6,1,6
2467.0,7174.0,4357.0,121.0,3884.0,2021,7,17,5,7
1900.0,2467.0,7174.0,4357.0,4666.0,2021,8,4,2,8
8149.0,1900.0,2467.0,7174.0,3847.0,2021,8,16,0,9
18526.0,8149.0,1900.0,2467.0,4172.0,2021,10,3,6,10
5282.0,18526.0,8149.0,1900.0,9525.0,2021,11,1,0,11
3615.0,5282.0,18526.0,8149.0,10652.333333333334,2021,11,11,3,12
54235.0,3615.0,5282.0,18526.0,9141.0,2021,11,29,0,13
3491.0,54235.0,3615.0,5282.0,21044.0,2021,11,30,1,14
22027.0,3491.0,54235.0,3615.0,20447.0,2021,12,14,1,15
7832.0,22027.0,3491.0,54235.0,26584.333333333332,2022,1,26,2,16
46693.0,7832.0,22027.0,3491.0,11116.666666666666,2022,3,27,6,17
7032.0,46693.0,7832.0,22027.0,25517.333333333332,2022,5,14,5,18
1082.0,7032.0,46693.0,7832.0,20519.0,2022,7,10,6,19
6791.0,1082.0,7032.0,46693.0,18269.0,2022,8,17,2,20
6040.0,6791.0,1082.0,7032.0,4968.333333333333,2022,11,19,5,21
5013.0,6040.0,6791.0,1082.0,4637.666666666667,2022,12,19,0,22
45134.0,5013.0,6040.0,6791.0,5948.0,2022,12,24,5,23
